Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Wed Nov 1 2017,7:30 pm,Sacramento Kings,86,Boston Celtics,113,Box Score,,18624,
Wed Nov 1 2017,7:00 pm,Milwaukee Bucks,121,Charlotte Hornets,126,Box Score,,15655,
Wed Nov 1 2017,7:00 pm,Indiana Pacers,124,Cleveland Cavaliers,107,Box Score,,20562,
Wed Nov 1 2017,9:00 pm,Toronto Raptors,111,Denver Nuggets,129,Box Score,,14072,
Wed Nov 1 2017,10:30 pm,Dallas Mavericks,98,Los Angeles Clippers,119,Box Score,,13487,
Wed Nov 1 2017,8:00 pm,Orlando Magic,101,Memphis Grizzlies,99,Box Score,,15434,
Wed Nov 1 2017,7:30 pm,Chicago Bulls,91,Miami Heat,97,Box Score,,19600,
Wed Nov 1 2017,8:00 pm,Minnesota Timberwolves,104,New Orleans Pelicans,98,Box Score,,14788,
Wed Nov 1 2017,8:00 pm,Houston Rockets,119,New York Knicks,97,Box Score,,18320,
Wed Nov 1 2017,7:00 pm,Atlanta Hawks,109,Philadelphia 76ers,119,Box Score,,20549,
Wed Nov 1 2017,9:00 pm,Portland Trail Blazers,103,Utah Jazz,112,Box Score,OT,16685,
Wed Nov 1 2017,7:00 pm,Phoenix Suns,122,Washington Wizards,116,Box Score,,14790,
Thu Nov 2 2017,10:30 pm,Los Angeles Lakers,110,Portland Trail Blazers,113,Box Score,,19469,
Thu Nov 2 2017,8:00 pm,Golden State Warriors,112,San Antonio Spurs,92,Box Score,,18418,
Fri Nov 3 2017,7:30 pm,Houston Rockets,119,Atlanta Hawks,104,Box Score,,14087,
Fri Nov 3 2017,8:30 pm,New Orleans Pelicans,99,Dallas Mavericks,94,Box Score,,19894,
Fri Nov 3 2017,9:00 pm,Miami Heat,94,Denver Nuggets,95,Box Score,,15317,
Fri Nov 3 2017,7:00 pm,Milwaukee Bucks,96,Detroit Pistons,105,Box Score,,17207,
Fri Nov 3 2017,10:30 pm,Brooklyn Nets,112,Los Angeles Lakers,124,Box Score,,18997,
Fri Nov 3 2017,7:30 pm,Phoenix Suns,107,New York Knicks,120,Box Score,,19404,
Fri Nov 3 2017,9:30 pm,Boston Celtics,101,Oklahoma City Thunder,94,Box Score,,18203,
Fri Nov 3 2017,7:00 pm,Chicago Bulls,105,Orlando Magic,83,Box Score,,19171,
Fri Nov 3 2017,7:00 pm,Indiana Pacers,110,Philadelphia 76ers,121,Box Score,,20668,
Fri Nov 3 2017,8:30 pm,Charlotte Hornets,101,San Antonio Spurs,108,Box Score,,18418,
Fri Nov 3 2017,9:00 pm,Toronto Raptors,109,Utah Jazz,100,Box Score,,16258,
Fri Nov 3 2017,7:00 pm,Cleveland Cavaliers,130,Washington Wizards,122,Box Score,,20356,
Sat Nov 4 2017,8:00 pm,New Orleans Pelicans,96,Chicago Bulls,90,Box Score,OT,21254,
Sat Nov 4 2017,9:00 pm,Golden State Warriors,127,Denver Nuggets,108,Box Score,,19711,
Sat Nov 4 2017,7:00 pm,Sacramento Kings,99,Detroit Pistons,108,Box Score,,17683,
Sat Nov 4 2017,3:30 pm,Memphis Grizzlies,113,Los Angeles Clippers,104,Box Score,,14777,
Sat Nov 4 2017,8:00 pm,Dallas Mavericks,99,Minnesota Timberwolves,112,Box Score,,16837,
Sun Nov 5 2017,3:00 pm,Atlanta Hawks,117,Cleveland Cavaliers,115,Box Score,,20562,
Sun Nov 5 2017,7:00 pm,Utah Jazz,110,Houston Rockets,137,Box Score,,16914,
Sun Nov 5 2017,3:30 pm,Miami Heat,104,Los Angeles Clippers,101,Box Score,,15676,
Sun Nov 5 2017,9:30 pm,Memphis Grizzlies,102,Los Angeles Lakers,107,Box Score,,18997,
Sun Nov 5 2017,8:00 pm,Charlotte Hornets,94,Minnesota Timberwolves,112,Box Score,,14124,
Sun Nov 5 2017,7:30 pm,Indiana Pacers,101,New York Knicks,108,Box Score,,17889,
Sun Nov 5 2017,6:00 pm,Boston Celtics,104,Orlando Magic,88,Box Score,,17731,
Sun Nov 5 2017,9:00 pm,Oklahoma City Thunder,99,Portland Trail Blazers,103,Box Score,,19393,
Sun Nov 5 2017,7:00 pm,Phoenix Suns,95,San Antonio Spurs,112,Box Score,,18038,
Sun Nov 5 2017,6:00 pm,Washington Wizards,107,Toronto Raptors,96,Box Score,,19800,
Mon Nov 6 2017,7:30 pm,Boston Celtics,110,Atlanta Hawks,107,Box Score,,13215,
Mon Nov 6 2017,10:30 pm,Miami Heat,80,Golden State Warriors,97,Box Score,,19596,
Mon Nov 6 2017,9:00 pm,Brooklyn Nets,98,Phoenix Suns,92,Box Score,,15905,
Tue Nov 7 2017,7:00 pm,Milwaukee Bucks,119,Cleveland Cavaliers,124,Box Score,,20562,
Tue Nov 7 2017,9:00 pm,Brooklyn Nets,104,Denver Nuggets,112,Box Score,,14058,
Tue Nov 7 2017,7:00 pm,New Orleans Pelicans,117,Indiana Pacers,112,Box Score,,15014,
Tue Nov 7 2017,7:30 pm,Charlotte Hornets,113,New York Knicks,118,Box Score,,18704,
Tue Nov 7 2017,10:00 pm,Memphis Grizzlies,98,Portland Trail Blazers,97,Box Score,,18692,
Tue Nov 7 2017,10:00 pm,Oklahoma City Thunder,86,Sacramento Kings,94,Box Score,,17583,
Tue Nov 7 2017,8:30 pm,Los Angeles Clippers,107,San Antonio Spurs,120,Box Score,,18418,
Tue Nov 7 2017,7:30 pm,Chicago Bulls,114,Toronto Raptors,119,Box Score,,19800,
Tue Nov 7 2017,9:00 pm,Philadelphia 76ers,104,Utah Jazz,97,Box Score,,16063,
Tue Nov 7 2017,7:00 pm,Dallas Mavericks,113,Washington Wizards,99,Box Score,,14505,
