Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Wed Mar 28 2018,8:00 pm,Atlanta Hawks,114,Minnesota Timberwolves,126,Box Score,,16183,
Wed Mar 28 2018,7:00 pm,Brooklyn Nets,111,Orlando Magic,104,Box Score,,16517,
Wed Mar 28 2018,7:00 pm,New York Knicks,101,Philadelphia 76ers,118,Box Score,,20655,
Wed Mar 28 2018,10:00 pm,Los Angeles Clippers,111,Phoenix Suns,99,Box Score,,17005,
Wed Mar 28 2018,9:30 pm,Boston Celtics,97,Utah Jazz,94,Box Score,,18306,
Thu Mar 29 2018,7:00 pm,Washington Wizards,92,Detroit Pistons,103,Box Score,,18268,
Thu Mar 29 2018,10:30 pm,Milwaukee Bucks,116,Golden State Warriors,107,Box Score,,19596,
Thu Mar 29 2018,7:30 pm,Chicago Bulls,92,Miami Heat,103,Box Score,,19746,
Thu Mar 29 2018,10:00 pm,Indiana Pacers,106,Sacramento Kings,103,Box Score,,11360,
Thu Mar 29 2018,8:00 pm,Oklahoma City Thunder,99,San Antonio Spurs,103,Box Score,,18418,
Fri Mar 30 2018,7:30 pm,Philadelphia 76ers,101,Atlanta Hawks,91,Box Score,,16579,
Fri Mar 30 2018,8:00 pm,New Orleans Pelicans,102,Cleveland Cavaliers,107,Box Score,,20562,
Fri Mar 30 2018,8:30 pm,Minnesota Timberwolves,93,Dallas Mavericks,92,Box Score,,20244,
Fri Mar 30 2018,8:00 pm,Phoenix Suns,103,Houston Rockets,104,Box Score,,18055,
Fri Mar 30 2018,10:30 pm,Milwaukee Bucks,124,Los Angeles Lakers,122,Box Score,OT,18997,
Fri Mar 30 2018,8:00 pm,Denver Nuggets,126,Oklahoma City Thunder,125,Box Score,OT,18203,
Fri Mar 30 2018,7:00 pm,Chicago Bulls,90,Orlando Magic,82,Box Score,,18918,
Fri Mar 30 2018,10:30 pm,Los Angeles Clippers,96,Portland Trail Blazers,105,Box Score,,20013,
Fri Mar 30 2018,9:00 pm,Memphis Grizzlies,97,Utah Jazz,107,Box Score,,18306,
Sat Mar 31 2018,7:30 pm,Toronto Raptors,99,Boston Celtics,110,Box Score,,18624,
Sat Mar 31 2018,8:00 pm,Brooklyn Nets,110,Miami Heat,109,Box Score,OT,19600,
Sat Mar 31 2018,5:00 pm,Detroit Pistons,115,New York Knicks,109,Box Score,,19812,
Sat Mar 31 2018,10:00 pm,Golden State Warriors,112,Sacramento Kings,96,Box Score,,17583,
Sat Mar 31 2018,3:00 pm,Charlotte Hornets,93,Washington Wizards,107,Box Score,,19071,
