,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,OT,Attend.,game_type,game_name
1088,2015-10-31,10:30 pm,Sacramento Kings,109,Los Angeles Clippers,114,0,19060,regular_season,Sacramento Kings at Los Angeles Clippers
1090,2015-10-31,7:30 pm,Golden State Warriors,134,New Orleans Pelicans,120,0,18406,regular_season,Golden State Warriors at New Orleans Pelicans
1093,2015-11-01,3:30 pm,San Antonio Spurs,95,Boston Celtics,87,0,17461,regular_season,San Antonio Spurs at Boston Celtics
1094,2015-11-01,7:00 pm,Orlando Magic,87,Chicago Bulls,92,0,21585,regular_season,Orlando Magic at Chicago Bulls
1095,2015-11-01,2:00 pm,Atlanta Hawks,94,Charlotte Hornets,92,0,18691,regular_season,Atlanta Hawks at Charlotte Hornets
1096,2015-11-01,9:30 pm,Dallas Mavericks,103,Los Angeles Lakers,93,0,18997,regular_season,Dallas Mavericks at Los Angeles Lakers
1097,2015-11-01,6:00 pm,Houston Rockets,89,Miami Heat,109,0,19600,regular_season,Houston Rockets at Miami Heat
1098,2015-11-01,7:00 pm,Denver Nuggets,93,Oklahoma City Thunder,117,0,18203,regular_season,Denver Nuggets at Oklahoma City Thunder
1099,2015-11-01,6:00 pm,Milwaukee Bucks,87,Toronto Raptors,106,0,19800,regular_season,Milwaukee Bucks at Toronto Raptors
1106,2015-11-02,7:00 pm,Cleveland Cavaliers,107,Philadelphia 76ers,100,0,18094,regular_season,Cleveland Cavaliers at Philadelphia 76ers
1104,2015-11-02,8:00 pm,Portland Trail Blazers,106,Minnesota Timberwolves,101,0,18903,regular_season,Portland Trail Blazers at Minnesota Timberwolves
1105,2015-11-02,7:30 pm,San Antonio Spurs,94,New York Knicks,84,0,19812,regular_season,San Antonio Spurs at New York Knicks
1102,2015-11-02,8:00 pm,Oklahoma City Thunder,105,Houston Rockets,110,0,17224,regular_season,Oklahoma City Thunder at Houston Rockets
1101,2015-11-02,10:30 pm,Memphis Grizzlies,69,Golden State Warriors,119,0,19596,regular_season,Memphis Grizzlies at Golden State Warriors
1100,2015-11-02,7:30 pm,Milwaukee Bucks,103,Brooklyn Nets,96,0,12576,regular_season,Milwaukee Bucks at Brooklyn Nets
1103,2015-11-02,10:30 pm,Phoenix Suns,96,Los Angeles Clippers,102,0,19060,regular_season,Phoenix Suns at Los Angeles Clippers
1107,2015-11-03,7:00 pm,Chicago Bulls,105,Charlotte Hornets,130,0,15136,regular_season,Chicago Bulls at Charlotte Hornets
1108,2015-11-03,8:30 pm,Toronto Raptors,102,Dallas Mavericks,91,0,20034,regular_season,Toronto Raptors at Dallas Mavericks
1109,2015-11-03,7:30 pm,Indiana Pacers,94,Detroit Pistons,82,0,13325,regular_season,Indiana Pacers at Detroit Pistons
1110,2015-11-03,10:30 pm,Denver Nuggets,120,Los Angeles Lakers,109,0,18997,regular_season,Denver Nuggets at Los Angeles Lakers
1111,2015-11-03,7:30 pm,Atlanta Hawks,98,Miami Heat,92,0,19600,regular_season,Atlanta Hawks at Miami Heat
1112,2015-11-03,8:00 pm,Orlando Magic,103,New Orleans Pelicans,94,0,16876,regular_season,Orlando Magic at New Orleans Pelicans
1113,2015-11-03,10:00 pm,Memphis Grizzlies,103,Sacramento Kings,89,0,17317,regular_season,Memphis Grizzlies at Sacramento Kings
1122,2015-11-04,9:00 pm,Portland Trail Blazers,108,Utah Jazz,92,0,19911,regular_season,Portland Trail Blazers at Utah Jazz
1123,2015-11-04,7:00 pm,San Antonio Spurs,99,Washington Wizards,102,0,17721,regular_season,San Antonio Spurs at Washington Wizards
1120,2015-11-04,8:00 pm,Toronto Raptors,103,Oklahoma City Thunder,98,0,18203,regular_season,Toronto Raptors at Oklahoma City Thunder
1121,2015-11-04,9:00 pm,Sacramento Kings,97,Phoenix Suns,118,0,16497,regular_season,Sacramento Kings at Phoenix Suns
1118,2015-11-04,7:00 pm,Boston Celtics,98,Indiana Pacers,100,0,14022,regular_season,Boston Celtics at Indiana Pacers
1114,2015-11-04,8:00 pm,Brooklyn Nets,87,Atlanta Hawks,101,0,14044,regular_season,Brooklyn Nets at Atlanta Hawks
1117,2015-11-04,8:00 pm,Orlando Magic,114,Houston Rockets,119,1,16735,regular_season,Orlando Magic at Houston Rockets
1116,2015-11-04,10:30 pm,Los Angeles Clippers,108,Golden State Warriors,112,0,19596,regular_season,Los Angeles Clippers at Golden State Warriors
1115,2015-11-04,8:00 pm,New York Knicks,86,Cleveland Cavaliers,96,0,20562,regular_season,New York Knicks at Cleveland Cavaliers
1119,2015-11-04,8:00 pm,Philadelphia 76ers,87,Milwaukee Bucks,91,0,12437,regular_season,Philadelphia 76ers at Milwaukee Bucks
1124,2015-11-05,8:00 pm,Oklahoma City Thunder,98,Chicago Bulls,104,0,21861,regular_season,Oklahoma City Thunder at Chicago Bulls
1125,2015-11-05,8:30 pm,Charlotte Hornets,108,Dallas Mavericks,94,0,19635,regular_season,Charlotte Hornets at Dallas Mavericks
1126,2015-11-05,9:00 pm,Utah Jazz,96,Denver Nuggets,84,0,9906,regular_season,Utah Jazz at Denver Nuggets
1127,2015-11-05,8:00 pm,Miami Heat,96,Minnesota Timberwolves,84,0,11794,regular_season,Miami Heat at Minnesota Timberwolves
1128,2015-11-05,10:30 pm,Memphis Grizzlies,96,Portland Trail Blazers,115,0,19393,regular_season,Memphis Grizzlies at Portland Trail Blazers
1138,2015-11-06,10:30 pm,Houston Rockets,116,Sacramento Kings,110,0,16983,regular_season,Houston Rockets at Sacramento Kings
1137,2015-11-06,9:30 pm,Detroit Pistons,100,Phoenix Suns,92,0,16676,regular_season,Detroit Pistons at Phoenix Suns
1136,2015-11-06,7:00 pm,Toronto Raptors,87,Orlando Magic,92,0,16578,regular_season,Toronto Raptors at Orlando Magic
1135,2015-11-06,7:30 pm,Milwaukee Bucks,99,New York Knicks,92,0,19812,regular_season,Milwaukee Bucks at New York Knicks
1133,2015-11-06,8:00 pm,Miami Heat,87,Indiana Pacers,90,0,16914,regular_season,Miami Heat at Indiana Pacers
1132,2015-11-06,10:30 pm,Denver Nuggets,104,Golden State Warriors,119,0,19596,regular_season,Denver Nuggets at Golden State Warriors
1131,2015-11-06,7:30 pm,Philadelphia 76ers,102,Cleveland Cavaliers,108,0,20562,regular_season,Philadelphia 76ers at Cleveland Cavaliers
1130,2015-11-06,7:30 pm,Los Angeles Lakers,104,Brooklyn Nets,98,0,17732,regular_season,Los Angeles Lakers at Brooklyn Nets
1129,2015-11-06,7:30 pm,Washington Wizards,98,Boston Celtics,118,0,18624,regular_season,Washington Wizards at Boston Celtics
1134,2015-11-06,8:00 pm,Atlanta Hawks,121,New Orleans Pelicans,115,0,16983,regular_season,Atlanta Hawks at New Orleans Pelicans
1139,2015-11-07,7:30 pm,Washington Wizards,99,Atlanta Hawks,114,0,18047,regular_season,Washington Wizards at Atlanta Hawks
1140,2015-11-07,6:00 pm,Minnesota Timberwolves,102,Chicago Bulls,93,1,21988,regular_season,Minnesota Timberwolves at Chicago Bulls
1141,2015-11-07,8:30 pm,New Orleans Pelicans,98,Dallas Mavericks,107,0,20454,regular_season,New Orleans Pelicans at Dallas Mavericks
1142,2015-11-07,10:30 pm,Houston Rockets,109,Los Angeles Clippers,105,0,19361,regular_season,Houston Rockets at Los Angeles Clippers
1143,2015-11-07,8:30 pm,Brooklyn Nets,86,Milwaukee Bucks,94,0,15228,regular_season,Brooklyn Nets at Milwaukee Bucks
1144,2015-11-07,7:00 pm,Orlando Magic,105,Philadelphia 76ers,97,0,15207,regular_season,Orlando Magic at Philadelphia 76ers
1145,2015-11-07,10:00 pm,Golden State Warriors,103,Sacramento Kings,94,0,17317,regular_season,Golden State Warriors at Sacramento Kings
1146,2015-11-07,8:30 pm,Charlotte Hornets,94,San Antonio Spurs,114,0,18418,regular_season,Charlotte Hornets at San Antonio Spurs
1147,2015-11-07,9:00 pm,Memphis Grizzlies,79,Utah Jazz,89,0,19456,regular_season,Memphis Grizzlies at Utah Jazz
1151,2015-11-08,7:00 pm,Phoenix Suns,103,Oklahoma City Thunder,124,0,18203,regular_season,Phoenix Suns at Oklahoma City Thunder
1152,2015-11-08,9:00 pm,Detroit Pistons,120,Portland Trail Blazers,103,0,19393,regular_season,Detroit Pistons at Portland Trail Blazers
1149,2015-11-08,6:00 pm,Toronto Raptors,76,Miami Heat,96,0,19600,regular_season,Toronto Raptors at Miami Heat
1150,2015-11-08,3:30 pm,Los Angeles Lakers,95,New York Knicks,99,0,19812,regular_season,Los Angeles Lakers at New York Knicks
1148,2015-11-08,3:30 pm,Indiana Pacers,97,Cleveland Cavaliers,101,0,20562,regular_season,Indiana Pacers at Cleveland Cavaliers
1153,2015-11-09,8:00 pm,Minnesota Timberwolves,117,Atlanta Hawks,107,0,12016,regular_season,Minnesota Timberwolves at Atlanta Hawks
1154,2015-11-09,9:00 pm,Portland Trail Blazers,104,Denver Nuggets,108,0,9153,regular_season,Portland Trail Blazers at Denver Nuggets
1155,2015-11-09,10:30 pm,Detroit Pistons,95,Golden State Warriors,109,0,19596,regular_season,Detroit Pistons at Golden State Warriors
1156,2015-11-09,7:00 pm,Orlando Magic,84,Indiana Pacers,97,0,13104,regular_season,Orlando Magic at Indiana Pacers
1157,2015-11-09,10:30 pm,Memphis Grizzlies,92,Los Angeles Clippers,94,0,19060,regular_season,Memphis Grizzlies at Los Angeles Clippers
1158,2015-11-09,7:00 pm,Chicago Bulls,111,Philadelphia 76ers,88,0,13879,regular_season,Chicago Bulls at Philadelphia 76ers
1159,2015-11-09,10:00 pm,San Antonio Spurs,106,Sacramento Kings,88,0,17317,regular_season,San Antonio Spurs at Sacramento Kings
1166,2015-11-10,7:00 pm,Oklahoma City Thunder,125,Washington Wizards,101,0,20356,regular_season,Oklahoma City Thunder at Washington Wizards
1165,2015-11-10,7:30 pm,New York Knicks,111,Toronto Raptors,109,0,19800,regular_season,New York Knicks at Toronto Raptors
1162,2015-11-10,8:00 pm,Boston Celtics,99,Milwaukee Bucks,83,0,11822,regular_season,Boston Celtics at Milwaukee Bucks
1163,2015-11-10,8:00 pm,Charlotte Hornets,104,Minnesota Timberwolves,95,0,14722,regular_season,Charlotte Hornets at Minnesota Timberwolves
1161,2015-11-10,7:30 pm,Los Angeles Lakers,88,Miami Heat,101,0,19825,regular_season,Los Angeles Lakers at Miami Heat
1160,2015-11-10,7:00 pm,Utah Jazz,114,Cleveland Cavaliers,118,0,20562,regular_season,Utah Jazz at Cleveland Cavaliers
1164,2015-11-10,8:00 pm,Dallas Mavericks,105,New Orleans Pelicans,120,0,17128,regular_season,Dallas Mavericks at New Orleans Pelicans
1175,2015-11-11,7:00 pm,Toronto Raptors,119,Philadelphia 76ers,103,0,12744,regular_season,Toronto Raptors at Philadelphia 76ers
1177,2015-11-11,10:00 pm,Detroit Pistons,92,Sacramento Kings,101,0,17317,regular_season,Detroit Pistons at Sacramento Kings
1176,2015-11-11,10:30 pm,San Antonio Spurs,113,Portland Trail Blazers,101,0,19393,regular_season,San Antonio Spurs at Portland Trail Blazers
1174,2015-11-11,7:00 pm,Los Angeles Lakers,99,Orlando Magic,101,0,18846,regular_season,Los Angeles Lakers at Orlando Magic
1168,2015-11-11,7:30 pm,Indiana Pacers,102,Boston Celtics,91,0,17879,regular_season,Indiana Pacers at Boston Celtics
1172,2015-11-11,8:00 pm,Brooklyn Nets,106,Houston Rockets,98,0,18155,regular_season,Brooklyn Nets at Houston Rockets
1171,2015-11-11,9:00 pm,Milwaukee Bucks,102,Denver Nuggets,103,0,9403,regular_season,Milwaukee Bucks at Denver Nuggets
1170,2015-11-11,8:00 pm,Los Angeles Clippers,108,Dallas Mavericks,118,0,19805,regular_season,Los Angeles Clippers at Dallas Mavericks
1169,2015-11-11,7:00 pm,New York Knicks,93,Charlotte Hornets,95,0,16643,regular_season,New York Knicks at Charlotte Hornets
1167,2015-11-11,8:00 pm,New Orleans Pelicans,98,Atlanta Hawks,106,0,15597,regular_season,New Orleans Pelicans at Atlanta Hawks
1173,2015-11-11,8:00 pm,Golden State Warriors,100,Memphis Grizzlies,84,0,18119,regular_season,Golden State Warriors at Memphis Grizzlies
1178,2015-11-12,7:30 pm,Utah Jazz,91,Miami Heat,92,0,19600,regular_season,Utah Jazz at Miami Heat
1179,2015-11-12,8:00 pm,Golden State Warriors,129,Minnesota Timberwolves,116,0,16130,regular_season,Golden State Warriors at Minnesota Timberwolves
1180,2015-11-12,10:30 pm,Los Angeles Clippers,104,Phoenix Suns,118,0,17204,regular_season,Los Angeles Clippers at Phoenix Suns
1181,2015-11-13,7:30 pm,Atlanta Hawks,93,Boston Celtics,106,0,17138,regular_season,Atlanta Hawks at Boston Celtics
1183,2015-11-13,8:30 pm,Los Angeles Lakers,82,Dallas Mavericks,90,0,20260,regular_season,Los Angeles Lakers at Dallas Mavericks
1184,2015-11-13,9:00 pm,Houston Rockets,98,Denver Nuggets,107,0,16113,regular_season,Houston Rockets at Denver Nuggets
1182,2015-11-13,8:00 pm,Charlotte Hornets,97,Chicago Bulls,102,0,21749,regular_season,Charlotte Hornets at Chicago Bulls
1186,2015-11-13,8:00 pm,Portland Trail Blazers,100,Memphis Grizzlies,101,0,16919,regular_season,Portland Trail Blazers at Memphis Grizzlies
1185,2015-11-13,7:00 pm,Minnesota Timberwolves,103,Indiana Pacers,107,0,16797,regular_season,Minnesota Timberwolves at Indiana Pacers
1191,2015-11-13,7:30 pm,New Orleans Pelicans,81,Toronto Raptors,100,0,19800,regular_season,New Orleans Pelicans at Toronto Raptors
1188,2015-11-13,8:00 pm,Philadelphia 76ers,85,Oklahoma City Thunder,102,0,18203,regular_season,Philadelphia 76ers at Oklahoma City Thunder
1189,2015-11-13,7:00 pm,Utah Jazz,93,Orlando Magic,102,0,16709,regular_season,Utah Jazz at Orlando Magic
1187,2015-11-13,7:30 pm,Cleveland Cavaliers,90,New York Knicks,84,0,19812,regular_season,Cleveland Cavaliers at New York Knicks
1190,2015-11-13,10:00 pm,Brooklyn Nets,109,Sacramento Kings,111,0,17131,regular_season,Brooklyn Nets at Sacramento Kings
1192,2015-11-14,10:30 pm,Brooklyn Nets,99,Golden State Warriors,107,1,19596,regular_season,Brooklyn Nets at Golden State Warriors
1193,2015-11-14,8:00 pm,Dallas Mavericks,110,Houston Rockets,98,0,18231,regular_season,Dallas Mavericks at Houston Rockets
1194,2015-11-14,3:30 pm,Detroit Pistons,96,Los Angeles Clippers,101,0,19060,regular_season,Detroit Pistons at Los Angeles Clippers
1195,2015-11-14,8:30 pm,Cleveland Cavaliers,105,Milwaukee Bucks,108,0,18717,regular_season,Cleveland Cavaliers at Milwaukee Bucks
1196,2015-11-14,9:00 pm,Denver Nuggets,81,Phoenix Suns,105,0,16722,regular_season,Denver Nuggets at Phoenix Suns
1197,2015-11-14,8:30 pm,Philadelphia 76ers,83,San Antonio Spurs,92,0,18418,regular_season,Philadelphia 76ers at San Antonio Spurs
1198,2015-11-14,7:00 pm,Orlando Magic,99,Washington Wizards,108,0,18311,regular_season,Orlando Magic at Washington Wizards
1205,2015-11-15,9:00 pm,Toronto Raptors,101,Sacramento Kings,107,0,17006,regular_season,Toronto Raptors at Sacramento Kings
1204,2015-11-15,7:00 pm,Boston Celtics,100,Oklahoma City Thunder,85,0,18203,regular_season,Boston Celtics at Oklahoma City Thunder
1203,2015-11-15,12:00 pm,New Orleans Pelicans,87,New York Knicks,95,0,19812,regular_season,New Orleans Pelicans at New York Knicks
1202,2015-11-15,3:30 pm,Memphis Grizzlies,114,Minnesota Timberwolves,106,0,12086,regular_season,Memphis Grizzlies at Minnesota Timberwolves
1201,2015-11-15,9:30 pm,Detroit Pistons,85,Los Angeles Lakers,97,0,18997,regular_season,Detroit Pistons at Los Angeles Lakers
1200,2015-11-15,5:00 pm,Portland Trail Blazers,94,Charlotte Hornets,106,0,15317,regular_season,Portland Trail Blazers at Charlotte Hornets
1199,2015-11-15,6:00 pm,Utah Jazz,97,Atlanta Hawks,96,0,14436,regular_season,Utah Jazz at Atlanta Hawks
1206,2015-11-16,8:00 pm,Indiana Pacers,95,Chicago Bulls,96,0,21660,regular_season,Indiana Pacers at Chicago Bulls
1207,2015-11-16,8:00 pm,Boston Celtics,111,Houston Rockets,95,0,17005,regular_season,Boston Celtics at Houston Rockets
1208,2015-11-16,8:00 pm,Oklahoma City Thunder,114,Memphis Grizzlies,122,0,17270,regular_season,Oklahoma City Thunder at Memphis Grizzlies
1209,2015-11-16,7:00 pm,Dallas Mavericks,92,Philadelphia 76ers,86,0,11555,regular_season,Dallas Mavericks at Philadelphia 76ers
1210,2015-11-16,9:00 pm,Los Angeles Lakers,101,Phoenix Suns,120,0,18055,regular_season,Los Angeles Lakers at Phoenix Suns
1211,2015-11-16,8:30 pm,Portland Trail Blazers,80,San Antonio Spurs,93,0,18418,regular_season,Portland Trail Blazers at San Antonio Spurs
1217,2015-11-17,7:30 pm,Charlotte Hornets,94,New York Knicks,102,0,19812,regular_season,Charlotte Hornets at New York Knicks
1216,2015-11-17,8:00 pm,Denver Nuggets,115,New Orleans Pelicans,98,0,17269,regular_season,Denver Nuggets at New Orleans Pelicans
1218,2015-11-17,7:00 pm,Milwaukee Bucks,86,Washington Wizards,115,0,15485,regular_season,Milwaukee Bucks at Washington Wizards
1214,2015-11-17,10:30 pm,Toronto Raptors,110,Golden State Warriors,115,0,19596,regular_season,Toronto Raptors at Golden State Warriors
1213,2015-11-17,7:30 pm,Cleveland Cavaliers,99,Detroit Pistons,104,0,18442,regular_season,Cleveland Cavaliers at Detroit Pistons
1212,2015-11-17,7:30 pm,Atlanta Hawks,88,Brooklyn Nets,90,0,12241,regular_season,Atlanta Hawks at Brooklyn Nets
1215,2015-11-17,7:30 pm,Minnesota Timberwolves,103,Miami Heat,91,0,19600,regular_season,Minnesota Timberwolves at Miami Heat
1219,2015-11-18,8:00 pm,Sacramento Kings,97,Atlanta Hawks,103,0,13008,regular_season,Sacramento Kings at Atlanta Hawks
1220,2015-11-18,7:30 pm,Dallas Mavericks,106,Boston Celtics,102,0,17262,regular_season,Dallas Mavericks at Boston Celtics
1221,2015-11-18,7:00 pm,Brooklyn Nets,111,Charlotte Hornets,116,0,14040,regular_season,Brooklyn Nets at Charlotte Hornets
1222,2015-11-18,8:00 pm,Portland Trail Blazers,103,Houston Rockets,108,1,17107,regular_season,Portland Trail Blazers at Houston Rockets
1223,2015-11-18,8:00 pm,New Orleans Pelicans,103,Oklahoma City Thunder,110,0,18203,regular_season,New Orleans Pelicans at Oklahoma City Thunder
1224,2015-11-18,7:00 pm,Minnesota Timberwolves,101,Orlando Magic,104,1,16048,regular_season,Minnesota Timberwolves at Orlando Magic
1225,2015-11-18,7:00 pm,Indiana Pacers,112,Philadelphia 76ers,85,0,11080,regular_season,Indiana Pacers at Philadelphia 76ers
1226,2015-11-18,10:30 pm,Chicago Bulls,103,Phoenix Suns,97,0,17377,regular_season,Chicago Bulls at Phoenix Suns
1227,2015-11-18,8:30 pm,Denver Nuggets,98,San Antonio Spurs,109,0,18418,regular_season,Denver Nuggets at San Antonio Spurs
1228,2015-11-18,9:00 pm,Toronto Raptors,89,Utah Jazz,93,0,18741,regular_season,Toronto Raptors at Utah Jazz
1231,2015-11-19,7:30 pm,Sacramento Kings,109,Miami Heat,116,0,19600,regular_season,Sacramento Kings at Miami Heat
1229,2015-11-19,8:00 pm,Milwaukee Bucks,100,Cleveland Cavaliers,115,0,20562,regular_season,Milwaukee Bucks at Cleveland Cavaliers
1230,2015-11-19,10:30 pm,Golden State Warriors,124,Los Angeles Clippers,117,0,19528,regular_season,Golden State Warriors at Los Angeles Clippers
1232,2015-11-20,7:30 pm,Brooklyn Nets,95,Boston Celtics,120,0,18361,regular_season,Brooklyn Nets at Boston Celtics
1233,2015-11-20,7:00 pm,Philadelphia 76ers,88,Charlotte Hornets,113,0,17926,regular_season,Philadelphia 76ers at Charlotte Hornets
1234,2015-11-20,8:30 pm,Utah Jazz,93,Dallas Mavericks,102,0,20028,regular_season,Utah Jazz at Dallas Mavericks
1235,2015-11-20,9:00 pm,Phoenix Suns,114,Denver Nuggets,107,0,12264,regular_season,Phoenix Suns at Denver Nuggets
1236,2015-11-20,10:30 pm,Chicago Bulls,94,Golden State Warriors,106,0,19596,regular_season,Chicago Bulls at Golden State Warriors
1237,2015-11-20,10:30 pm,Toronto Raptors,102,Los Angeles Lakers,91,0,18997,regular_season,Toronto Raptors at Los Angeles Lakers
1238,2015-11-20,8:00 pm,Houston Rockets,84,Memphis Grizzlies,96,0,17555,regular_season,Houston Rockets at Memphis Grizzlies
1239,2015-11-20,8:00 pm,Detroit Pistons,96,Minnesota Timberwolves,86,0,13445,regular_season,Detroit Pistons at Minnesota Timberwolves
1240,2015-11-20,8:00 pm,San Antonio Spurs,90,New Orleans Pelicans,104,0,16698,regular_season,San Antonio Spurs at New Orleans Pelicans
1241,2015-11-20,8:00 pm,New York Knicks,93,Oklahoma City Thunder,90,0,18203,regular_season,New York Knicks at Oklahoma City Thunder
1242,2015-11-20,10:00 pm,Los Angeles Clippers,91,Portland Trail Blazers,102,0,19393,regular_season,Los Angeles Clippers at Portland Trail Blazers
1249,2015-11-21,8:30 pm,Memphis Grizzlies,82,San Antonio Spurs,92,0,18418,regular_season,Memphis Grizzlies at San Antonio Spurs
1247,2015-11-21,8:00 pm,Philadelphia 76ers,91,Miami Heat,96,0,19673,regular_season,Philadelphia 76ers at Miami Heat
1248,2015-11-21,5:00 pm,Sacramento Kings,97,Orlando Magic,91,0,16104,regular_season,Sacramento Kings at Orlando Magic
1245,2015-11-21,8:00 pm,New York Knicks,107,Houston Rockets,102,0,18226,regular_season,New York Knicks at Houston Rockets
1244,2015-11-21,7:30 pm,Washington Wizards,97,Detroit Pistons,95,0,15890,regular_season,Washington Wizards at Detroit Pistons
1243,2015-11-21,7:30 pm,Atlanta Hawks,97,Cleveland Cavaliers,109,0,20562,regular_season,Atlanta Hawks at Cleveland Cavaliers
1246,2015-11-21,7:00 pm,Milwaukee Bucks,86,Indiana Pacers,123,0,17137,regular_season,Milwaukee Bucks at Indiana Pacers
1255,2015-11-22,7:00 pm,Dallas Mavericks,114,Oklahoma City Thunder,117,0,18203,regular_season,Dallas Mavericks at Oklahoma City Thunder
1254,2015-11-22,6:00 pm,Phoenix Suns,116,New Orleans Pelicans,122,0,16680,regular_season,Phoenix Suns at New Orleans Pelicans
1250,2015-11-22,6:00 pm,Boston Celtics,101,Brooklyn Nets,111,0,14866,regular_season,Boston Celtics at Brooklyn Nets
1252,2015-11-22,3:30 pm,Toronto Raptors,91,Los Angeles Clippers,80,0,19060,regular_season,Toronto Raptors at Los Angeles Clippers
