,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,OT,Attend.,game_type,game_name
1251,2015-11-22,8:00 pm,Golden State Warriors,118,Denver Nuggets,105,0,17689,regular_season,Golden State Warriors at Denver Nuggets
1253,2015-11-22,9:30 pm,Portland Trail Blazers,107,Los Angeles Lakers,93,0,18997,regular_season,Portland Trail Blazers at Los Angeles Lakers
1256,2015-11-23,7:00 pm,Sacramento Kings,122,Charlotte Hornets,127,1,14163,regular_season,Sacramento Kings at Charlotte Hornets
1257,2015-11-23,7:00 pm,Orlando Magic,103,Cleveland Cavaliers,117,0,20562,regular_season,Orlando Magic at Cleveland Cavaliers
1258,2015-11-23,7:30 pm,New York Knicks,78,Miami Heat,95,0,19777,regular_season,New York Knicks at Miami Heat
1259,2015-11-23,8:00 pm,Detroit Pistons,88,Milwaukee Bucks,109,0,12319,regular_season,Detroit Pistons at Milwaukee Bucks
1260,2015-11-23,8:00 pm,Philadelphia 76ers,95,Minnesota Timberwolves,100,0,11382,regular_season,Philadelphia 76ers at Minnesota Timberwolves
1261,2015-11-23,8:30 pm,Phoenix Suns,84,San Antonio Spurs,98,0,18418,regular_season,Phoenix Suns at San Antonio Spurs
1262,2015-11-23,9:00 pm,Oklahoma City Thunder,111,Utah Jazz,89,0,19911,regular_season,Oklahoma City Thunder at Utah Jazz
1268,2015-11-24,7:00 pm,Indiana Pacers,123,Washington Wizards,106,0,15486,regular_season,Indiana Pacers at Washington Wizards
1267,2015-11-24,10:00 pm,Chicago Bulls,93,Portland Trail Blazers,88,0,19393,regular_season,Chicago Bulls at Portland Trail Blazers
1264,2015-11-24,9:00 pm,Los Angeles Clippers,111,Denver Nuggets,94,0,13257,regular_season,Los Angeles Clippers at Denver Nuggets
1265,2015-11-24,10:30 pm,Los Angeles Lakers,77,Golden State Warriors,111,0,19596,regular_season,Los Angeles Lakers at Golden State Warriors
1263,2015-11-24,8:00 pm,Boston Celtics,97,Atlanta Hawks,121,0,18968,regular_season,Boston Celtics at Atlanta Hawks
1266,2015-11-24,8:00 pm,Dallas Mavericks,96,Memphis Grizzlies,110,0,17381,regular_season,Dallas Mavericks at Memphis Grizzlies
1277,2015-11-25,7:00 pm,New York Knicks,91,Orlando Magic,100,0,18846,regular_season,New York Knicks at Orlando Magic
1280,2015-11-25,7:30 pm,Cleveland Cavaliers,99,Toronto Raptors,103,0,20140,regular_season,Cleveland Cavaliers at Toronto Raptors
1279,2015-11-25,8:30 pm,Dallas Mavericks,83,San Antonio Spurs,88,0,18418,regular_season,Dallas Mavericks at San Antonio Spurs
1276,2015-11-25,8:00 pm,Brooklyn Nets,99,Oklahoma City Thunder,110,0,18203,regular_season,Brooklyn Nets at Oklahoma City Thunder
1278,2015-11-25,9:00 pm,New Orleans Pelicans,120,Phoenix Suns,114,0,16338,regular_season,New Orleans Pelicans at Phoenix Suns
1274,2015-11-25,8:00 pm,Sacramento Kings,129,Milwaukee Bucks,118,0,14120,regular_season,Sacramento Kings at Milwaukee Bucks
1273,2015-11-25,10:30 pm,Utah Jazz,102,Los Angeles Clippers,91,0,19060,regular_season,Utah Jazz at Los Angeles Clippers
1272,2015-11-25,8:00 pm,Memphis Grizzlies,102,Houston Rockets,93,0,18143,regular_season,Memphis Grizzlies at Houston Rockets
1271,2015-11-25,7:30 pm,Miami Heat,81,Detroit Pistons,104,0,15119,regular_season,Miami Heat at Detroit Pistons
1270,2015-11-25,7:00 pm,Washington Wizards,87,Charlotte Hornets,101,0,17064,regular_season,Washington Wizards at Charlotte Hornets
1275,2015-11-25,8:00 pm,Atlanta Hawks,95,Minnesota Timberwolves,99,0,14289,regular_season,Atlanta Hawks at Minnesota Timberwolves
1269,2015-11-25,7:30 pm,Philadelphia 76ers,80,Boston Celtics,84,0,17588,regular_season,Philadelphia 76ers at Boston Celtics
1291,2015-11-27,9:30 pm,Golden State Warriors,135,Phoenix Suns,116,0,18055,regular_season,Golden State Warriors at Phoenix Suns
1290,2015-11-27,7:00 pm,Milwaukee Bucks,90,Orlando Magic,114,0,16317,regular_season,Milwaukee Bucks at Orlando Magic
1289,2015-11-27,8:00 pm,Detroit Pistons,87,Oklahoma City Thunder,103,0,18203,regular_season,Detroit Pistons at Oklahoma City Thunder
1288,2015-11-27,7:30 pm,Miami Heat,97,New York Knicks,78,0,19812,regular_season,Miami Heat at New York Knicks
1292,2015-11-27,10:00 pm,Minnesota Timberwolves,101,Sacramento Kings,91,0,17317,regular_season,Minnesota Timberwolves at Sacramento Kings
1286,2015-11-27,10:30 pm,New Orleans Pelicans,90,Los Angeles Clippers,111,0,19162,regular_season,New Orleans Pelicans at Los Angeles Clippers
1287,2015-11-27,8:00 pm,Atlanta Hawks,116,Memphis Grizzlies,101,0,17684,regular_season,Atlanta Hawks at Memphis Grizzlies
1281,2015-11-27,7:30 pm,Washington Wizards,78,Boston Celtics,111,0,18624,regular_season,Washington Wizards at Boston Celtics
1282,2015-11-27,7:00 pm,Cleveland Cavaliers,95,Charlotte Hornets,90,0,19093,regular_season,Cleveland Cavaliers at Charlotte Hornets
1284,2015-11-27,8:00 pm,Philadelphia 76ers,114,Houston Rockets,116,0,17306,regular_season,Philadelphia 76ers at Houston Rockets
1283,2015-11-27,9:00 pm,San Antonio Spurs,91,Denver Nuggets,80,0,17121,regular_season,San Antonio Spurs at Denver Nuggets
1285,2015-11-27,8:00 pm,Chicago Bulls,92,Indiana Pacers,104,0,18165,regular_season,Chicago Bulls at Indiana Pacers
1299,2015-11-28,7:00 pm,Toronto Raptors,84,Washington Wizards,82,0,16841,regular_season,Toronto Raptors at Washington Wizards
1297,2015-11-28,8:30 pm,Atlanta Hawks,88,San Antonio Spurs,108,0,18418,regular_season,Atlanta Hawks at San Antonio Spurs
1298,2015-11-28,9:00 pm,New Orleans Pelicans,87,Utah Jazz,101,0,19911,regular_season,New Orleans Pelicans at Utah Jazz
1295,2015-11-28,10:30 pm,Sacramento Kings,101,Golden State Warriors,120,0,19596,regular_season,Sacramento Kings at Golden State Warriors
1294,2015-11-28,8:30 pm,Denver Nuggets,81,Dallas Mavericks,92,0,20339,regular_season,Denver Nuggets at Dallas Mavericks
1293,2015-11-28,7:30 pm,Brooklyn Nets,88,Cleveland Cavaliers,90,0,20562,regular_season,Brooklyn Nets at Cleveland Cavaliers
1296,2015-11-28,10:00 pm,Los Angeles Lakers,96,Portland Trail Blazers,108,0,20019,regular_season,Los Angeles Lakers at Portland Trail Blazers
1301,2015-11-29,2:00 pm,Milwaukee Bucks,82,Charlotte Hornets,87,0,14224,regular_season,Milwaukee Bucks at Charlotte Hornets
1302,2015-11-29,3:30 pm,Minnesota Timberwolves,99,Los Angeles Clippers,107,0,19060,regular_season,Minnesota Timberwolves at Los Angeles Clippers
1303,2015-11-29,9:30 pm,Indiana Pacers,107,Los Angeles Lakers,103,0,18997,regular_season,Indiana Pacers at Los Angeles Lakers
1304,2015-11-29,6:00 pm,Philadelphia 76ers,84,Memphis Grizzlies,92,0,15322,regular_season,Philadelphia 76ers at Memphis Grizzlies
1305,2015-11-29,7:30 pm,Houston Rockets,116,New York Knicks,111,1,19812,regular_season,Houston Rockets at New York Knicks
1306,2015-11-29,6:00 pm,Boston Celtics,91,Orlando Magic,110,0,16209,regular_season,Boston Celtics at Orlando Magic
1307,2015-11-29,6:00 pm,Phoenix Suns,107,Toronto Raptors,102,0,19800,regular_season,Phoenix Suns at Toronto Raptors
1300,2015-11-29,6:00 pm,Detroit Pistons,83,Brooklyn Nets,87,0,12823,regular_season,Detroit Pistons at Brooklyn Nets
1315,2015-11-30,9:00 pm,Golden State Warriors,106,Utah Jazz,103,0,19911,regular_season,Golden State Warriors at Utah Jazz
1308,2015-11-30,8:00 pm,Oklahoma City Thunder,100,Atlanta Hawks,106,0,17768,regular_season,Oklahoma City Thunder at Atlanta Hawks
1309,2015-11-30,8:00 pm,San Antonio Spurs,89,Chicago Bulls,92,0,21909,regular_season,San Antonio Spurs at Chicago Bulls
1310,2015-11-30,7:30 pm,Houston Rockets,105,Detroit Pistons,116,0,14818,regular_season,Houston Rockets at Detroit Pistons
1311,2015-11-30,10:30 pm,Portland Trail Blazers,87,Los Angeles Clippers,102,0,19060,regular_season,Portland Trail Blazers at Los Angeles Clippers
1312,2015-11-30,7:30 pm,Boston Celtics,105,Miami Heat,95,0,19600,regular_season,Boston Celtics at Miami Heat
1313,2015-11-30,8:00 pm,Denver Nuggets,74,Milwaukee Bucks,92,0,10187,regular_season,Denver Nuggets at Milwaukee Bucks
1314,2015-11-30,10:00 pm,Dallas Mavericks,98,Sacramento Kings,112,0,16937,regular_season,Dallas Mavericks at Sacramento Kings
829,2015-12-01,8:00 pm,Orlando Magic,96,Minnesota Timberwolves,93,0,10694,regular_season,Orlando Magic at Minnesota Timberwolves
830,2015-12-01,8:00 pm,Memphis Grizzlies,113,New Orleans Pelicans,104,0,16020,regular_season,Memphis Grizzlies at New Orleans Pelicans
831,2015-12-01,7:00 pm,Los Angeles Lakers,91,Philadelphia 76ers,103,0,20510,regular_season,Los Angeles Lakers at Philadelphia 76ers
832,2015-12-01,10:00 pm,Dallas Mavericks,115,Portland Trail Blazers,112,1,19393,regular_season,Dallas Mavericks at Portland Trail Blazers
828,2015-12-01,7:00 pm,Washington Wizards,97,Cleveland Cavaliers,85,0,20562,regular_season,Washington Wizards at Cleveland Cavaliers
827,2015-12-01,7:30 pm,Phoenix Suns,91,Brooklyn Nets,94,0,12787,regular_season,Phoenix Suns at Brooklyn Nets
841,2015-12-02,7:00 pm,Los Angeles Lakers,108,Washington Wizards,104,0,20356,regular_season,Los Angeles Lakers at Washington Wizards
833,2015-12-02,8:00 pm,Toronto Raptors,96,Atlanta Hawks,86,0,12559,regular_season,Toronto Raptors at Atlanta Hawks
834,2015-12-02,8:00 pm,Denver Nuggets,90,Chicago Bulls,99,0,21349,regular_season,Denver Nuggets at Chicago Bulls
835,2015-12-02,7:00 pm,Golden State Warriors,116,Charlotte Hornets,99,0,19542,regular_season,Golden State Warriors at Charlotte Hornets
836,2015-12-02,7:30 pm,Phoenix Suns,122,Detroit Pistons,127,1,13985,regular_season,Phoenix Suns at Detroit Pistons
837,2015-12-02,8:00 pm,New Orleans Pelicans,101,Houston Rockets,108,0,17339,regular_season,New Orleans Pelicans at Houston Rockets
838,2015-12-02,10:30 pm,Indiana Pacers,103,Los Angeles Clippers,91,0,19060,regular_season,Indiana Pacers at Los Angeles Clippers
839,2015-12-02,7:30 pm,Philadelphia 76ers,87,New York Knicks,99,0,19812,regular_season,Philadelphia 76ers at New York Knicks
840,2015-12-02,8:30 pm,Milwaukee Bucks,70,San Antonio Spurs,95,0,18418,regular_season,Milwaukee Bucks at San Antonio Spurs
846,2015-12-03,7:30 pm,Denver Nuggets,106,Toronto Raptors,105,0,19800,regular_season,Denver Nuggets at Toronto Raptors
845,2015-12-03,10:00 pm,Boston Celtics,114,Sacramento Kings,97,0,18660,regular_season,Boston Celtics at Sacramento Kings
847,2015-12-03,9:00 pm,Orlando Magic,103,Utah Jazz,94,0,19247,regular_season,Orlando Magic at Utah Jazz
843,2015-12-03,7:00 pm,Oklahoma City Thunder,95,Miami Heat,97,0,19600,regular_season,Oklahoma City Thunder at Miami Heat
842,2015-12-03,9:30 pm,San Antonio Spurs,103,Memphis Grizzlies,83,0,17013,regular_season,San Antonio Spurs at Memphis Grizzlies
844,2015-12-03,10:00 pm,Indiana Pacers,111,Portland Trail Blazers,123,0,19206,regular_season,Indiana Pacers at Portland Trail Blazers
852,2015-12-04,7:00 pm,Brooklyn Nets,91,New York Knicks,108,0,19812,regular_season,Brooklyn Nets at New York Knicks
851,2015-12-04,9:30 pm,Cleveland Cavaliers,108,New Orleans Pelicans,114,1,17906,regular_season,Cleveland Cavaliers at New Orleans Pelicans
853,2015-12-04,7:00 pm,Phoenix Suns,106,Washington Wizards,109,0,17255,regular_season,Phoenix Suns at Washington Wizards
849,2015-12-04,8:30 pm,Houston Rockets,100,Dallas Mavericks,96,0,20339,regular_season,Houston Rockets at Dallas Mavericks
848,2015-12-04,8:00 pm,Los Angeles Lakers,87,Atlanta Hawks,100,0,19051,regular_season,Los Angeles Lakers at Atlanta Hawks
850,2015-12-04,7:30 pm,Milwaukee Bucks,95,Detroit Pistons,102,0,16963,regular_season,Milwaukee Bucks at Detroit Pistons
862,2015-12-05,5:00 pm,Golden State Warriors,112,Toronto Raptors,109,0,20160,regular_season,Golden State Warriors at Toronto Raptors
854,2015-12-05,8:00 pm,Charlotte Hornets,102,Chicago Bulls,96,0,21770,regular_season,Charlotte Hornets at Chicago Bulls
855,2015-12-05,8:00 pm,Sacramento Kings,113,Houston Rockets,120,0,17318,regular_season,Sacramento Kings at Houston Rockets
857,2015-12-05,8:00 pm,Cleveland Cavaliers,84,Miami Heat,99,0,19600,regular_season,Cleveland Cavaliers at Miami Heat
858,2015-12-05,8:30 pm,New York Knicks,91,Milwaukee Bucks,106,0,16223,regular_season,New York Knicks at Milwaukee Bucks
859,2015-12-05,8:00 pm,Portland Trail Blazers,109,Minnesota Timberwolves,103,0,16203,regular_season,Portland Trail Blazers at Minnesota Timberwolves
860,2015-12-05,1:00 pm,Denver Nuggets,108,Philadelphia 76ers,105,0,15677,regular_season,Denver Nuggets at Philadelphia 76ers
861,2015-12-05,8:30 pm,Boston Celtics,105,San Antonio Spurs,108,0,18418,regular_season,Boston Celtics at San Antonio Spurs
863,2015-12-05,9:00 pm,Indiana Pacers,119,Utah Jazz,122,1,19500,regular_season,Indiana Pacers at Utah Jazz
856,2015-12-05,10:30 pm,Orlando Magic,101,Los Angeles Clippers,103,0,19146,regular_season,Orlando Magic at Los Angeles Clippers
868,2015-12-06,6:00 pm,Dallas Mavericks,116,Washington Wizards,104,0,16394,regular_season,Dallas Mavericks at Washington Wizards
864,2015-12-06,6:00 pm,Golden State Warriors,114,Brooklyn Nets,98,0,17732,regular_season,Golden State Warriors at Brooklyn Nets
865,2015-12-06,6:00 pm,Los Angeles Lakers,91,Detroit Pistons,111,0,20228,regular_season,Los Angeles Lakers at Detroit Pistons
866,2015-12-06,3:30 pm,Phoenix Suns,93,Memphis Grizzlies,95,0,16022,regular_season,Phoenix Suns at Memphis Grizzlies
867,2015-12-06,7:00 pm,Sacramento Kings,95,Oklahoma City Thunder,98,0,18203,regular_season,Sacramento Kings at Oklahoma City Thunder
869,2015-12-07,8:00 pm,Phoenix Suns,103,Chicago Bulls,101,0,21337,regular_season,Phoenix Suns at Chicago Bulls
877,2015-12-07,7:30 pm,Los Angeles Lakers,93,Toronto Raptors,102,0,20163,regular_season,Los Angeles Lakers at Toronto Raptors
876,2015-12-07,7:00 pm,San Antonio Spurs,119,Philadelphia 76ers,68,0,14449,regular_season,San Antonio Spurs at Philadelphia 76ers
875,2015-12-07,7:30 pm,Dallas Mavericks,104,New York Knicks,97,0,19812,regular_season,Dallas Mavericks at New York Knicks
874,2015-12-07,8:00 pm,Boston Celtics,111,New Orleans Pelicans,93,0,15715,regular_season,Boston Celtics at New Orleans Pelicans
873,2015-12-07,8:00 pm,Los Angeles Clippers,110,Minnesota Timberwolves,106,0,11467,regular_season,Los Angeles Clippers at Minnesota Timberwolves
872,2015-12-07,8:00 pm,Portland Trail Blazers,88,Milwaukee Bucks,90,0,14389,regular_season,Portland Trail Blazers at Milwaukee Bucks
871,2015-12-07,7:30 pm,Washington Wizards,114,Miami Heat,103,0,19600,regular_season,Washington Wizards at Miami Heat
870,2015-12-07,7:00 pm,Detroit Pistons,84,Charlotte Hornets,104,0,15481,regular_season,Detroit Pistons at Charlotte Hornets
883,2015-12-08,10:00 pm,Utah Jazz,106,Sacramento Kings,114,0,16505,regular_season,Utah Jazz at Sacramento Kings
878,2015-12-08,7:30 pm,Houston Rockets,105,Brooklyn Nets,110,0,13319,regular_season,Houston Rockets at Brooklyn Nets
879,2015-12-08,7:00 pm,Portland Trail Blazers,100,Cleveland Cavaliers,105,0,20562,regular_season,Portland Trail Blazers at Cleveland Cavaliers
880,2015-12-08,9:00 pm,Orlando Magic,85,Denver Nuggets,74,0,13925,regular_season,Orlando Magic at Denver Nuggets
881,2015-12-08,7:00 pm,Golden State Warriors,131,Indiana Pacers,123,0,18165,regular_season,Golden State Warriors at Indiana Pacers
882,2015-12-08,8:00 pm,Oklahoma City Thunder,125,Memphis Grizzlies,88,0,16415,regular_season,Oklahoma City Thunder at Memphis Grizzlies
884,2015-12-09,7:00 pm,Chicago Bulls,100,Boston Celtics,105,0,17318,regular_season,Chicago Bulls at Boston Celtics
893,2015-12-09,7:00 pm,Houston Rockets,109,Washington Wizards,103,0,16041,regular_season,Houston Rockets at Washington Wizards
892,2015-12-09,9:00 pm,New York Knicks,85,Utah Jazz,106,0,18586,regular_season,New York Knicks at Utah Jazz
890,2015-12-09,9:00 pm,Orlando Magic,104,Phoenix Suns,107,0,17637,regular_season,Orlando Magic at Phoenix Suns
891,2015-12-09,7:30 pm,San Antonio Spurs,94,Toronto Raptors,97,0,19800,regular_season,San Antonio Spurs at Toronto Raptors
888,2015-12-09,8:00 pm,Los Angeles Clippers,109,Milwaukee Bucks,95,0,14224,regular_season,Los Angeles Clippers at Milwaukee Bucks
887,2015-12-09,7:30 pm,Memphis Grizzlies,93,Detroit Pistons,92,0,13411,regular_season,Memphis Grizzlies at Detroit Pistons
886,2015-12-09,9:30 pm,Atlanta Hawks,98,Dallas Mavericks,95,0,19936,regular_season,Atlanta Hawks at Dallas Mavericks
885,2015-12-09,7:00 pm,Miami Heat,81,Charlotte Hornets,99,0,17404,regular_season,Miami Heat at Charlotte Hornets
889,2015-12-09,8:00 pm,Los Angeles Lakers,122,Minnesota Timberwolves,123,1,18076,regular_season,Los Angeles Lakers at Minnesota Timberwolves
895,2015-12-10,8:00 pm,Los Angeles Clippers,80,Chicago Bulls,83,0,21491,regular_season,Los Angeles Clippers at Chicago Bulls
896,2015-12-10,8:00 pm,Atlanta Hawks,94,Oklahoma City Thunder,107,0,18203,regular_season,Atlanta Hawks at Oklahoma City Thunder
897,2015-12-10,10:30 pm,New York Knicks,97,Sacramento Kings,99,0,17317,regular_season,New York Knicks at Sacramento Kings
894,2015-12-10,7:30 pm,Philadelphia 76ers,91,Brooklyn Nets,100,0,13266,regular_season,Philadelphia 76ers at Brooklyn Nets
903,2015-12-11,7:00 pm,Cleveland Cavaliers,111,Orlando Magic,76,0,17239,regular_season,Cleveland Cavaliers at Orlando Magic
908,2015-12-11,9:00 pm,Oklahoma City Thunder,94,Utah Jazz,90,0,19911,regular_season,Oklahoma City Thunder at Utah Jazz
907,2015-12-11,7:30 pm,Milwaukee Bucks,83,Toronto Raptors,90,0,19800,regular_season,Milwaukee Bucks at Toronto Raptors
905,2015-12-11,9:30 pm,Portland Trail Blazers,106,Phoenix Suns,96,0,17028,regular_season,Portland Trail Blazers at Phoenix Suns
904,2015-12-11,7:00 pm,Detroit Pistons,107,Philadelphia 76ers,95,0,17239,regular_season,Detroit Pistons at Philadelphia 76ers
902,2015-12-11,8:00 pm,Washington Wizards,105,New Orleans Pelicans,107,0,16875,regular_season,Washington Wizards at New Orleans Pelicans
900,2015-12-11,7:00 pm,Miami Heat,83,Indiana Pacers,96,0,16184,regular_season,Miami Heat at Indiana Pacers
899,2015-12-11,9:00 pm,Minnesota Timberwolves,108,Denver Nuggets,111,1,12533,regular_season,Minnesota Timberwolves at Denver Nuggets
898,2015-12-11,7:30 pm,Golden State Warriors,124,Boston Celtics,119,0,18624,regular_season,Golden State Warriors at Boston Celtics
906,2015-12-11,9:30 pm,Los Angeles Lakers,87,San Antonio Spurs,109,0,18418,regular_season,Los Angeles Lakers at San Antonio Spurs
901,2015-12-11,8:00 pm,Charlotte Hornets,123,Memphis Grizzlies,99,0,17111,regular_season,Charlotte Hornets at Memphis Grizzlies
917,2015-12-12,10:00 pm,New York Knicks,112,Portland Trail Blazers,110,0,19511,regular_season,New York Knicks at Portland Trail Blazers
916,2015-12-12,8:30 pm,Golden State Warriors,95,Milwaukee Bucks,108,0,18717,regular_season,Golden State Warriors at Milwaukee Bucks
914,2015-12-12,7:30 pm,Indiana Pacers,96,Detroit Pistons,118,0,14858,regular_season,Indiana Pacers at Detroit Pistons
915,2015-12-12,8:00 pm,Los Angeles Lakers,97,Houston Rockets,126,0,18456,regular_season,Los Angeles Lakers at Houston Rockets
912,2015-12-12,7:00 pm,Boston Celtics,98,Charlotte Hornets,93,0,18490,regular_season,Boston Celtics at Charlotte Hornets
911,2015-12-12,8:00 pm,New Orleans Pelicans,94,Chicago Bulls,98,0,21605,regular_season,New Orleans Pelicans at Chicago Bulls
910,2015-12-12,5:00 pm,Los Angeles Clippers,105,Brooklyn Nets,100,0,15689,regular_season,Los Angeles Clippers at Brooklyn Nets
909,2015-12-12,8:00 pm,San Antonio Spurs,103,Atlanta Hawks,78,0,17752,regular_season,San Antonio Spurs at Atlanta Hawks
913,2015-12-12,8:30 pm,Washington Wizards,114,Dallas Mavericks,111,0,20088,regular_season,Washington Wizards at Dallas Mavericks
918,2015-12-13,6:00 pm,Memphis Grizzlies,97,Miami Heat,100,0,19813,regular_season,Memphis Grizzlies at Miami Heat
919,2015-12-13,7:00 pm,Utah Jazz,98,Oklahoma City Thunder,104,1,18203,regular_season,Utah Jazz at Oklahoma City Thunder
920,2015-12-13,3:30 pm,Minnesota Timberwolves,101,Phoenix Suns,108,0,16919,regular_season,Minnesota Timberwolves at Phoenix Suns
921,2015-12-13,6:00 pm,Philadelphia 76ers,76,Toronto Raptors,96,0,19800,regular_season,Philadelphia 76ers at Toronto Raptors
929,2015-12-14,8:00 pm,Washington Wizards,95,Memphis Grizzlies,112,0,15397,regular_season,Washington Wizards at Memphis Grizzlies
928,2015-12-14,7:00 pm,Toronto Raptors,90,Indiana Pacers,106,0,16598,regular_season,Toronto Raptors at Indiana Pacers
927,2015-12-14,7:30 pm,Los Angeles Clippers,105,Detroit Pistons,103,1,13525,regular_season,Los Angeles Clippers at Detroit Pistons
926,2015-12-14,9:00 pm,Houston Rockets,108,Denver Nuggets,114,0,12022,regular_season,Houston Rockets at Denver Nuggets
930,2015-12-14,10:00 pm,New Orleans Pelicans,101,Portland Trail Blazers,105,0,19231,regular_season,New Orleans Pelicans at Portland Trail Blazers
924,2015-12-14,8:00 pm,Philadelphia 76ers,96,Chicago Bulls,115,0,21166,regular_season,Philadelphia 76ers at Chicago Bulls
923,2015-12-14,7:30 pm,Orlando Magic,105,Brooklyn Nets,82,0,12946,regular_season,Orlando Magic at Brooklyn Nets
922,2015-12-14,8:00 pm,Miami Heat,100,Atlanta Hawks,88,0,15039,regular_season,Miami Heat at Atlanta Hawks
931,2015-12-14,8:30 pm,Utah Jazz,81,San Antonio Spurs,118,0,18418,regular_season,Utah Jazz at San Antonio Spurs
925,2015-12-14,8:30 pm,Phoenix Suns,94,Dallas Mavericks,104,0,19822,regular_season,Phoenix Suns at Dallas Mavericks
932,2015-12-15,7:30 pm,Cleveland Cavaliers,89,Boston Celtics,77,0,18624,regular_season,Cleveland Cavaliers at Boston Celtics
933,2015-12-15,10:30 pm,Milwaukee Bucks,95,Los Angeles Lakers,113,0,18997,regular_season,Milwaukee Bucks at Los Angeles Lakers
934,2015-12-15,8:00 pm,Denver Nuggets,112,Minnesota Timberwolves,100,0,11323,regular_season,Denver Nuggets at Minnesota Timberwolves
935,2015-12-15,10:00 pm,Houston Rockets,97,Sacramento Kings,107,0,17317,regular_season,Houston Rockets at Sacramento Kings
936,2015-12-16,8:00 pm,Philadelphia 76ers,106,Atlanta Hawks,127,0,14827,regular_season,Philadelphia 76ers at Atlanta Hawks
937,2015-12-16,7:30 pm,Miami Heat,104,Brooklyn Nets,98,0,15113,regular_season,Miami Heat at Brooklyn Nets
938,2015-12-16,8:00 pm,Memphis Grizzlies,85,Chicago Bulls,98,0,21032,regular_season,Memphis Grizzlies at Chicago Bulls
939,2015-12-16,7:30 pm,Boston Celtics,116,Detroit Pistons,119,0,13120,regular_season,Boston Celtics at Detroit Pistons
942,2015-12-16,10:30 pm,Milwaukee Bucks,90,Los Angeles Clippers,103,0,19060,regular_season,Milwaukee Bucks at Los Angeles Clippers
941,2015-12-16,7:00 pm,Dallas Mavericks,81,Indiana Pacers,107,0,14824,regular_season,Dallas Mavericks at Indiana Pacers
943,2015-12-16,7:30 pm,Minnesota Timberwolves,102,New York Knicks,107,0,19812,regular_season,Minnesota Timberwolves at New York Knicks
945,2015-12-16,7:00 pm,Charlotte Hornets,98,Orlando Magic,113,0,16019,regular_season,Charlotte Hornets at Orlando Magic
946,2015-12-16,8:30 pm,Washington Wizards,95,San Antonio Spurs,114,0,18418,regular_season,Washington Wizards at San Antonio Spurs
947,2015-12-16,9:00 pm,New Orleans Pelicans,104,Utah Jazz,94,0,17899,regular_season,New Orleans Pelicans at Utah Jazz
940,2015-12-16,10:30 pm,Phoenix Suns,103,Golden State Warriors,128,0,19596,regular_season,Phoenix Suns at Golden State Warriors
944,2015-12-16,8:00 pm,Portland Trail Blazers,90,Oklahoma City Thunder,106,0,18203,regular_season,Portland Trail Blazers at Oklahoma City Thunder
948,2015-12-17,7:00 pm,Toronto Raptors,99,Charlotte Hornets,109,1,15817,regular_season,Toronto Raptors at Charlotte Hornets
949,2015-12-17,8:00 pm,Oklahoma City Thunder,100,Cleveland Cavaliers,104,0,20562,regular_season,Oklahoma City Thunder at Cleveland Cavaliers
950,2015-12-17,10:30 pm,Houston Rockets,107,Los Angeles Lakers,87,0,18997,regular_season,Houston Rockets at Los Angeles Lakers
955,2015-12-18,7:00 pm,Brooklyn Nets,97,Indiana Pacers,104,0,16548,regular_season,Brooklyn Nets at Indiana Pacers
952,2015-12-18,8:00 pm,Detroit Pistons,147,Chicago Bulls,144,0,21534,regular_season,Detroit Pistons at Chicago Bulls
962,2015-12-18,9:00 pm,Denver Nuggets,88,Utah Jazz,97,0,19169,regular_season,Denver Nuggets at Utah Jazz
951,2015-12-18,7:30 pm,Atlanta Hawks,109,Boston Celtics,101,0,18624,regular_season,Atlanta Hawks at Boston Celtics
960,2015-12-18,10:30 pm,New Orleans Pelicans,88,Phoenix Suns,104,0,17227,regular_season,New Orleans Pelicans at Phoenix Suns
959,2015-12-18,7:00 pm,New York Knicks,107,Philadelphia 76ers,97,0,17880,regular_season,New York Knicks at Philadelphia 76ers
961,2015-12-18,8:00 pm,Los Angeles Clippers,107,San Antonio Spurs,115,0,18418,regular_season,Los Angeles Clippers at San Antonio Spurs
957,2015-12-18,8:00 pm,Sacramento Kings,95,Minnesota Timberwolves,99,0,12770,regular_season,Sacramento Kings at Minnesota Timberwolves
956,2015-12-18,8:00 pm,Toronto Raptors,108,Miami Heat,94,0,19600,regular_season,Toronto Raptors at Miami Heat
954,2015-12-18,10:30 pm,Milwaukee Bucks,112,Golden State Warriors,121,0,19596,regular_season,Milwaukee Bucks at Golden State Warriors
953,2015-12-18,8:30 pm,Memphis Grizzlies,88,Dallas Mavericks,97,0,20199,regular_season,Memphis Grizzlies at Dallas Mavericks
958,2015-12-18,7:00 pm,Portland Trail Blazers,94,Orlando Magic,102,0,17156,regular_season,Portland Trail Blazers at Orlando Magic
963,2015-12-19,8:00 pm,Los Angeles Clippers,97,Houston Rockets,107,0,18212,regular_season,Los Angeles Clippers at Houston Rockets
964,2015-12-19,8:00 pm,Indiana Pacers,84,Memphis Grizzlies,96,0,18119,regular_season,Indiana Pacers at Memphis Grizzlies
965,2015-12-19,7:30 pm,Chicago Bulls,91,New York Knicks,107,0,19812,regular_season,Chicago Bulls at New York Knicks
966,2015-12-19,5:00 pm,Los Angeles Lakers,78,Oklahoma City Thunder,118,0,18203,regular_season,Los Angeles Lakers at Oklahoma City Thunder
