,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,OT,Attend.,game_type,game_name
822,2016-11-21,7:00 pm,Miami Heat,94,Philadelphia 76ers,101,0,16477,regular_season,Miami Heat at Philadelphia 76ers
821,2016-11-21,8:00 pm,Boston Celtics,99,Minnesota Timberwolves,93,0,13167,regular_season,Boston Celtics at Minnesota Timberwolves
824,2016-11-21,7:00 pm,Phoenix Suns,101,Washington Wizards,106,0,12790,regular_season,Phoenix Suns at Washington Wizards
819,2016-11-21,10:30 pm,Toronto Raptors,115,Los Angeles Clippers,123,0,19060,regular_season,Toronto Raptors at Los Angeles Clippers
818,2016-11-21,7:00 pm,Golden State Warriors,120,Indiana Pacers,83,0,17923,regular_season,Golden State Warriors at Indiana Pacers
817,2016-11-21,7:30 pm,Houston Rockets,99,Detroit Pistons,96,0,13632,regular_season,Houston Rockets at Detroit Pistons
816,2016-11-21,7:00 pm,Memphis Grizzlies,105,Charlotte Hornets,90,0,14181,regular_season,Memphis Grizzlies at Charlotte Hornets
820,2016-11-21,8:00 pm,Orlando Magic,89,Milwaukee Bucks,93,0,12306,regular_season,Orlando Magic at Milwaukee Bucks
825,2016-11-22,7:30 pm,New Orleans Pelicans,112,Atlanta Hawks,94,0,19120,regular_season,New Orleans Pelicans at Atlanta Hawks
826,2016-11-22,9:00 pm,Chicago Bulls,107,Denver Nuggets,110,0,14328,regular_season,Chicago Bulls at Denver Nuggets
827,2016-11-22,10:30 pm,Oklahoma City Thunder,109,Los Angeles Lakers,111,0,18997,regular_season,Oklahoma City Thunder at Los Angeles Lakers
828,2016-11-22,7:30 pm,Portland Trail Blazers,103,New York Knicks,107,0,19812,regular_season,Portland Trail Blazers at New York Knicks
841,2016-11-23,9:00 pm,Denver Nuggets,83,Utah Jazz,108,0,19229,regular_season,Denver Nuggets at Utah Jazz
839,2016-11-23,7:00 pm,Memphis Grizzlies,104,Philadelphia 76ers,99,0,15880,regular_season,Memphis Grizzlies at Philadelphia 76ers
837,2016-11-23,9:30 pm,Minnesota Timberwolves,96,New Orleans Pelicans,117,0,15555,regular_season,Minnesota Timberwolves at New Orleans Pelicans
836,2016-11-23,7:00 pm,Atlanta Hawks,96,Indiana Pacers,85,0,16032,regular_season,Atlanta Hawks at Indiana Pacers
840,2016-11-23,10:30 pm,Oklahoma City Thunder,101,Sacramento Kings,116,0,17608,regular_season,Oklahoma City Thunder at Sacramento Kings
834,2016-11-23,10:30 pm,Los Angeles Lakers,106,Golden State Warriors,149,0,19596,regular_season,Los Angeles Lakers at Golden State Warriors
835,2016-11-23,8:00 pm,Toronto Raptors,115,Houston Rockets,102,0,18055,regular_season,Toronto Raptors at Houston Rockets
829,2016-11-23,7:30 pm,Boston Celtics,111,Brooklyn Nets,92,0,16210,regular_season,Boston Celtics at Brooklyn Nets
830,2016-11-23,7:00 pm,San Antonio Spurs,119,Charlotte Hornets,114,0,18515,regular_season,San Antonio Spurs at Charlotte Hornets
838,2016-11-23,7:00 pm,Phoenix Suns,92,Orlando Magic,87,0,17069,regular_season,Phoenix Suns at Orlando Magic
832,2016-11-23,8:30 pm,Los Angeles Clippers,124,Dallas Mavericks,104,0,20042,regular_season,Los Angeles Clippers at Dallas Mavericks
831,2016-11-23,7:00 pm,Portland Trail Blazers,125,Cleveland Cavaliers,137,0,20562,regular_season,Portland Trail Blazers at Cleveland Cavaliers
833,2016-11-23,7:30 pm,Miami Heat,84,Detroit Pistons,107,0,14520,regular_season,Miami Heat at Detroit Pistons
844,2016-11-25,9:00 pm,Oklahoma City Thunder,132,Denver Nuggets,129,1,14327,regular_season,Oklahoma City Thunder at Denver Nuggets
856,2016-11-25,8:00 pm,Atlanta Hawks,68,Utah Jazz,95,0,19911,regular_season,Atlanta Hawks at Utah Jazz
855,2016-11-25,10:30 pm,Houston Rockets,117,Sacramento Kings,104,0,17608,regular_season,Houston Rockets at Sacramento Kings
843,2016-11-25,7:30 pm,Dallas Mavericks,90,Cleveland Cavaliers,128,0,20562,regular_season,Dallas Mavericks at Cleveland Cavaliers
842,2016-11-25,1:00 pm,San Antonio Spurs,109,Boston Celtics,103,0,18624,regular_season,San Antonio Spurs at Boston Celtics
852,2016-11-25,7:30 pm,Chicago Bulls,105,Philadelphia 76ers,89,0,18234,regular_season,Chicago Bulls at Philadelphia 76ers
851,2016-11-25,7:00 pm,Washington Wizards,94,Orlando Magic,91,0,17103,regular_season,Washington Wizards at Orlando Magic
854,2016-11-25,10:00 pm,New Orleans Pelicans,104,Portland Trail Blazers,119,0,19393,regular_season,New Orleans Pelicans at Portland Trail Blazers
849,2016-11-25,8:00 pm,Toronto Raptors,105,Milwaukee Bucks,99,0,16223,regular_season,Toronto Raptors at Milwaukee Bucks
848,2016-11-25,8:00 pm,Miami Heat,90,Memphis Grizzlies,81,0,17222,regular_season,Miami Heat at Memphis Grizzlies
847,2016-11-25,10:30 pm,Golden State Warriors,109,Los Angeles Lakers,85,0,18997,regular_season,Golden State Warriors at Los Angeles Lakers
846,2016-11-25,8:00 pm,Brooklyn Nets,97,Indiana Pacers,118,0,16083,regular_season,Brooklyn Nets at Indiana Pacers
845,2016-11-25,7:30 pm,Los Angeles Clippers,97,Detroit Pistons,108,0,17023,regular_season,Los Angeles Clippers at Detroit Pistons
850,2016-11-25,7:30 pm,Charlotte Hornets,111,New York Knicks,113,1,19812,regular_season,Charlotte Hornets at New York Knicks
853,2016-11-25,9:00 pm,Minnesota Timberwolves,98,Phoenix Suns,85,0,16728,regular_season,Minnesota Timberwolves at Phoenix Suns
857,2016-11-26,7:00 pm,New York Knicks,102,Charlotte Hornets,107,0,19195,regular_season,New York Knicks at Charlotte Hornets
858,2016-11-26,10:30 pm,Minnesota Timberwolves,102,Golden State Warriors,115,0,19596,regular_season,Minnesota Timberwolves at Golden State Warriors
859,2016-11-26,8:00 pm,Memphis Grizzlies,110,Miami Heat,107,0,19600,regular_season,Memphis Grizzlies at Miami Heat
860,2016-11-26,8:00 pm,Detroit Pistons,88,Oklahoma City Thunder,106,0,18203,regular_season,Detroit Pistons at Oklahoma City Thunder
861,2016-11-26,7:00 pm,San Antonio Spurs,112,Washington Wizards,100,0,17066,regular_season,San Antonio Spurs at Washington Wizards
869,2016-11-27,9:00 pm,Houston Rockets,130,Portland Trail Blazers,114,0,19393,regular_season,Houston Rockets at Portland Trail Blazers
868,2016-11-27,3:30 pm,Denver Nuggets,120,Phoenix Suns,114,0,15365,regular_season,Denver Nuggets at Phoenix Suns
867,2016-11-27,1:00 pm,Cleveland Cavaliers,112,Philadelphia 76ers,108,0,19311,regular_season,Cleveland Cavaliers at Philadelphia 76ers
864,2016-11-27,6:00 pm,Los Angeles Clippers,70,Indiana Pacers,91,0,15572,regular_season,Los Angeles Clippers at Indiana Pacers
866,2016-11-27,6:00 pm,Milwaukee Bucks,104,Orlando Magic,96,0,16521,regular_season,Milwaukee Bucks at Orlando Magic
865,2016-11-27,9:30 pm,Atlanta Hawks,94,Los Angeles Lakers,109,0,18997,regular_season,Atlanta Hawks at Los Angeles Lakers
862,2016-11-27,6:00 pm,Sacramento Kings,122,Brooklyn Nets,105,0,13646,regular_season,Sacramento Kings at Brooklyn Nets
863,2016-11-27,7:00 pm,New Orleans Pelicans,81,Dallas Mavericks,91,0,19302,regular_season,New Orleans Pelicans at Dallas Mavericks
870,2016-11-28,10:30 pm,Atlanta Hawks,100,Golden State Warriors,105,0,19596,regular_season,Atlanta Hawks at Golden State Warriors
871,2016-11-28,8:00 pm,Charlotte Hornets,104,Memphis Grizzlies,85,0,13143,regular_season,Charlotte Hornets at Memphis Grizzlies
872,2016-11-28,7:30 pm,Boston Celtics,112,Miami Heat,104,0,19600,regular_season,Boston Celtics at Miami Heat
873,2016-11-28,8:00 pm,Utah Jazz,112,Minnesota Timberwolves,103,0,9384,regular_season,Utah Jazz at Minnesota Timberwolves
874,2016-11-28,7:30 pm,Oklahoma City Thunder,112,New York Knicks,103,0,19812,regular_season,Oklahoma City Thunder at New York Knicks
875,2016-11-28,7:30 pm,Philadelphia 76ers,95,Toronto Raptors,122,0,19800,regular_season,Philadelphia 76ers at Toronto Raptors
876,2016-11-28,7:00 pm,Sacramento Kings,95,Washington Wizards,101,1,12571,regular_season,Sacramento Kings at Washington Wizards
882,2016-11-29,9:00 pm,Houston Rockets,101,Utah Jazz,120,0,19911,regular_season,Houston Rockets at Utah Jazz
880,2016-11-29,8:00 pm,Los Angeles Lakers,88,New Orleans Pelicans,105,0,14024,regular_season,Los Angeles Lakers at New Orleans Pelicans
881,2016-11-29,8:30 pm,Orlando Magic,95,San Antonio Spurs,83,0,18418,regular_season,Orlando Magic at San Antonio Spurs
877,2016-11-29,7:30 pm,Los Angeles Clippers,122,Brooklyn Nets,127,0,15681,regular_season,Los Angeles Clippers at Brooklyn Nets
878,2016-11-29,7:00 pm,Detroit Pistons,112,Charlotte Hornets,89,0,14266,regular_season,Detroit Pistons at Charlotte Hornets
879,2016-11-29,8:00 pm,Cleveland Cavaliers,101,Milwaukee Bucks,118,0,16559,regular_season,Cleveland Cavaliers at Milwaukee Bucks
883,2016-11-30,7:30 pm,Detroit Pistons,121,Boston Celtics,114,0,17338,regular_season,Detroit Pistons at Boston Celtics
884,2016-11-30,8:00 pm,Los Angeles Lakers,96,Chicago Bulls,90,0,21773,regular_season,Los Angeles Lakers at Chicago Bulls
885,2016-11-30,8:30 pm,San Antonio Spurs,94,Dallas Mavericks,87,0,19245,regular_season,San Antonio Spurs at Dallas Mavericks
886,2016-11-30,9:00 pm,Miami Heat,106,Denver Nuggets,98,0,11471,regular_season,Miami Heat at Denver Nuggets
887,2016-11-30,8:00 pm,New York Knicks,106,Minnesota Timberwolves,104,0,13987,regular_season,New York Knicks at Minnesota Timberwolves
888,2016-11-30,8:00 pm,Washington Wizards,115,Oklahoma City Thunder,126,1,18203,regular_season,Washington Wizards at Oklahoma City Thunder
889,2016-11-30,9:00 pm,Atlanta Hawks,107,Phoenix Suns,109,0,15909,regular_season,Atlanta Hawks at Phoenix Suns
890,2016-11-30,10:00 pm,Indiana Pacers,109,Portland Trail Blazers,131,0,19107,regular_season,Indiana Pacers at Portland Trail Blazers
891,2016-11-30,7:30 pm,Memphis Grizzlies,105,Toronto Raptors,120,0,19800,regular_season,Memphis Grizzlies at Toronto Raptors
892,2016-12-01,7:30 pm,Milwaukee Bucks,111,Brooklyn Nets,93,0,12675,regular_season,Milwaukee Bucks at Brooklyn Nets
893,2016-12-01,7:00 pm,Dallas Mavericks,87,Charlotte Hornets,97,0,14471,regular_season,Dallas Mavericks at Charlotte Hornets
895,2016-12-01,10:30 pm,Houston Rockets,132,Golden State Warriors,127,0,19596,regular_season,Houston Rockets at Golden State Warriors
896,2016-12-01,8:00 pm,Orlando Magic,94,Memphis Grizzlies,95,0,13344,regular_season,Orlando Magic at Memphis Grizzlies
897,2016-12-01,9:00 pm,Miami Heat,111,Utah Jazz,110,0,19073,regular_season,Miami Heat at Utah Jazz
894,2016-12-01,8:00 pm,Los Angeles Clippers,113,Cleveland Cavaliers,94,0,20562,regular_season,Los Angeles Clippers at Cleveland Cavaliers
898,2016-12-02,8:00 pm,Detroit Pistons,121,Atlanta Hawks,85,0,15500,regular_season,Detroit Pistons at Atlanta Hawks
899,2016-12-02,7:30 pm,Sacramento Kings,92,Boston Celtics,97,0,18624,regular_season,Sacramento Kings at Boston Celtics
900,2016-12-02,8:00 pm,Cleveland Cavaliers,105,Chicago Bulls,111,0,21775,regular_season,Cleveland Cavaliers at Chicago Bulls
901,2016-12-02,10:30 pm,Houston Rockets,128,Denver Nuggets,110,0,15549,regular_season,Houston Rockets at Denver Nuggets
902,2016-12-02,8:00 pm,Los Angeles Clippers,114,New Orleans Pelicans,96,0,16538,regular_season,Los Angeles Clippers at New Orleans Pelicans
903,2016-12-02,7:30 pm,Minnesota Timberwolves,114,New York Knicks,118,0,19812,regular_season,Minnesota Timberwolves at New York Knicks
904,2016-12-02,7:00 pm,Orlando Magic,105,Philadelphia 76ers,88,0,13711,regular_season,Orlando Magic at Philadelphia 76ers
905,2016-12-02,8:30 pm,Washington Wizards,105,San Antonio Spurs,107,0,18418,regular_season,Washington Wizards at San Antonio Spurs
906,2016-12-02,7:30 pm,Los Angeles Lakers,80,Toronto Raptors,113,0,19800,regular_season,Los Angeles Lakers at Toronto Raptors
914,2016-12-03,7:30 pm,Atlanta Hawks,84,Toronto Raptors,128,0,19800,regular_season,Atlanta Hawks at Toronto Raptors
913,2016-12-03,10:00 pm,Miami Heat,92,Portland Trail Blazers,99,0,19393,regular_season,Miami Heat at Portland Trail Blazers
912,2016-12-03,7:30 pm,Boston Celtics,107,Philadelphia 76ers,106,0,17063,regular_season,Boston Celtics at Philadelphia 76ers
915,2016-12-03,9:00 pm,Denver Nuggets,98,Utah Jazz,105,0,19911,regular_season,Denver Nuggets at Utah Jazz
910,2016-12-03,8:00 pm,Los Angeles Lakers,100,Memphis Grizzlies,103,0,17017,regular_season,Los Angeles Lakers at Memphis Grizzlies
911,2016-12-03,5:00 pm,Brooklyn Nets,103,Milwaukee Bucks,112,0,15565,regular_season,Brooklyn Nets at Milwaukee Bucks
907,2016-12-03,7:00 pm,Minnesota Timberwolves,125,Charlotte Hornets,120,1,16982,regular_season,Minnesota Timberwolves at Charlotte Hornets
908,2016-12-03,8:30 pm,Chicago Bulls,82,Dallas Mavericks,107,0,19857,regular_season,Chicago Bulls at Dallas Mavericks
909,2016-12-03,10:30 pm,Phoenix Suns,109,Golden State Warriors,138,0,19596,regular_season,Phoenix Suns at Golden State Warriors
916,2016-12-04,6:00 pm,Orlando Magic,98,Detroit Pistons,92,0,15206,regular_season,Orlando Magic at Detroit Pistons
917,2016-12-04,9:30 pm,Indiana Pacers,111,Los Angeles Clippers,102,0,19060,regular_season,Indiana Pacers at Los Angeles Clippers
918,2016-12-04,7:30 pm,Sacramento Kings,98,New York Knicks,106,0,19812,regular_season,Sacramento Kings at New York Knicks
919,2016-12-04,7:00 pm,New Orleans Pelicans,92,Oklahoma City Thunder,101,0,18203,regular_season,New Orleans Pelicans at Oklahoma City Thunder
930,2016-12-05,7:30 pm,Cleveland Cavaliers,116,Toronto Raptors,112,0,19800,regular_season,Cleveland Cavaliers at Toronto Raptors
929,2016-12-05,7:00 pm,Denver Nuggets,106,Philadelphia 76ers,98,0,11815,regular_season,Denver Nuggets at Philadelphia 76ers
928,2016-12-05,8:00 pm,Memphis Grizzlies,110,New Orleans Pelicans,108,0,13795,regular_season,Memphis Grizzlies at New Orleans Pelicans
927,2016-12-05,8:00 pm,San Antonio Spurs,97,Milwaukee Bucks,96,0,14256,regular_season,San Antonio Spurs at Milwaukee Bucks
924,2016-12-05,10:30 pm,Indiana Pacers,106,Golden State Warriors,142,0,19596,regular_season,Indiana Pacers at Golden State Warriors
925,2016-12-05,8:00 pm,Boston Celtics,106,Houston Rockets,107,0,15730,regular_season,Boston Celtics at Houston Rockets
923,2016-12-05,8:30 pm,Charlotte Hornets,109,Dallas Mavericks,101,0,19228,regular_season,Charlotte Hornets at Dallas Mavericks
922,2016-12-05,8:00 pm,Portland Trail Blazers,112,Chicago Bulls,110,0,21351,regular_season,Portland Trail Blazers at Chicago Bulls
921,2016-12-05,7:30 pm,Washington Wizards,118,Brooklyn Nets,113,0,12529,regular_season,Washington Wizards at Brooklyn Nets
920,2016-12-05,7:30 pm,Oklahoma City Thunder,102,Atlanta Hawks,99,0,14654,regular_season,Oklahoma City Thunder at Atlanta Hawks
926,2016-12-05,10:30 pm,Utah Jazz,107,Los Angeles Lakers,101,0,18279,regular_season,Utah Jazz at Los Angeles Lakers
935,2016-12-06,9:00 pm,Phoenix Suns,105,Utah Jazz,112,0,18997,regular_season,Phoenix Suns at Utah Jazz
936,2016-12-06,7:00 pm,Orlando Magic,124,Washington Wizards,116,0,12116,regular_season,Orlando Magic at Washington Wizards
933,2016-12-06,7:30 pm,New York Knicks,114,Miami Heat,103,0,19610,regular_season,New York Knicks at Miami Heat
931,2016-12-06,7:30 pm,Chicago Bulls,91,Detroit Pistons,102,0,14305,regular_season,Chicago Bulls at Detroit Pistons
932,2016-12-06,8:00 pm,Philadelphia 76ers,91,Memphis Grizzlies,96,0,13521,regular_season,Philadelphia 76ers at Memphis Grizzlies
934,2016-12-06,8:00 pm,San Antonio Spurs,105,Minnesota Timberwolves,91,0,12585,regular_season,San Antonio Spurs at Minnesota Timberwolves
945,2016-12-07,7:00 pm,Boston Celtics,117,Orlando Magic,87,0,17009,regular_season,Boston Celtics at Orlando Magic
944,2016-12-07,8:00 pm,Cleveland Cavaliers,126,New York Knicks,94,0,19812,regular_season,Cleveland Cavaliers at New York Knicks
943,2016-12-07,8:00 pm,Portland Trail Blazers,107,Milwaukee Bucks,115,0,14033,regular_season,Portland Trail Blazers at Milwaukee Bucks
946,2016-12-07,9:00 pm,Indiana Pacers,109,Phoenix Suns,94,0,17452,regular_season,Indiana Pacers at Phoenix Suns
941,2016-12-07,8:00 pm,Los Angeles Lakers,95,Houston Rockets,134,0,16141,regular_season,Los Angeles Lakers at Houston Rockets
940,2016-12-07,8:30 pm,Sacramento Kings,120,Dallas Mavericks,89,0,19711,regular_season,Sacramento Kings at Dallas Mavericks
939,2016-12-07,7:00 pm,Detroit Pistons,77,Charlotte Hornets,87,0,15141,regular_season,Detroit Pistons at Charlotte Hornets
938,2016-12-07,7:30 pm,Denver Nuggets,111,Brooklyn Nets,116,0,14159,regular_season,Denver Nuggets at Brooklyn Nets
937,2016-12-07,7:30 pm,Miami Heat,95,Atlanta Hawks,103,0,11326,regular_season,Miami Heat at Atlanta Hawks
942,2016-12-07,10:30 pm,Golden State Warriors,115,Los Angeles Clippers,98,0,19239,regular_season,Golden State Warriors at Los Angeles Clippers
947,2016-12-08,9:30 pm,San Antonio Spurs,91,Chicago Bulls,95,0,21489,regular_season,San Antonio Spurs at Chicago Bulls
948,2016-12-08,8:00 pm,Portland Trail Blazers,86,Memphis Grizzlies,88,0,14317,regular_season,Portland Trail Blazers at Memphis Grizzlies
949,2016-12-08,8:00 pm,Philadelphia 76ers,99,New Orleans Pelicans,88,0,14158,regular_season,Philadelphia 76ers at New Orleans Pelicans
950,2016-12-08,7:00 pm,Minnesota Timberwolves,110,Toronto Raptors,124,0,19800,regular_season,Minnesota Timberwolves at Toronto Raptors
951,2016-12-08,9:00 pm,Golden State Warriors,106,Utah Jazz,99,0,19911,regular_season,Golden State Warriors at Utah Jazz
952,2016-12-08,7:00 pm,Denver Nuggets,85,Washington Wizards,92,0,12645,regular_season,Denver Nuggets at Washington Wizards
959,2016-12-09,8:00 pm,Detroit Pistons,117,Minnesota Timberwolves,90,0,14109,regular_season,Detroit Pistons at Minnesota Timberwolves
960,2016-12-09,8:00 pm,Houston Rockets,102,Oklahoma City Thunder,99,0,18203,regular_season,Houston Rockets at Oklahoma City Thunder
958,2016-12-09,8:00 pm,Atlanta Hawks,114,Milwaukee Bucks,110,0,16289,regular_season,Atlanta Hawks at Milwaukee Bucks
961,2016-12-09,10:30 pm,New York Knicks,103,Sacramento Kings,100,0,17608,regular_season,New York Knicks at Sacramento Kings
956,2016-12-09,8:30 pm,Indiana Pacers,103,Dallas Mavericks,111,0,19486,regular_season,Indiana Pacers at Dallas Mavericks
955,2016-12-09,7:30 pm,Miami Heat,84,Cleveland Cavaliers,114,0,20562,regular_season,Miami Heat at Cleveland Cavaliers
953,2016-12-09,7:30 pm,Toronto Raptors,101,Boston Celtics,94,0,18624,regular_season,Toronto Raptors at Boston Celtics
957,2016-12-09,10:30 pm,Phoenix Suns,119,Los Angeles Lakers,115,0,18997,regular_season,Phoenix Suns at Los Angeles Lakers
954,2016-12-09,7:00 pm,Orlando Magic,88,Charlotte Hornets,109,0,15707,regular_season,Orlando Magic at Charlotte Hornets
971,2016-12-10,7:00 pm,Milwaukee Bucks,105,Washington Wizards,110,0,14816,regular_season,Milwaukee Bucks at Washington Wizards
970,2016-12-10,9:00 pm,Sacramento Kings,84,Utah Jazz,104,0,19331,regular_season,Sacramento Kings at Utah Jazz
969,2016-12-10,8:30 pm,Brooklyn Nets,101,San Antonio Spurs,130,0,18418,regular_season,Brooklyn Nets at San Antonio Spurs
968,2016-12-10,7:00 pm,Denver Nuggets,121,Orlando Magic,113,0,17010,regular_season,Denver Nuggets at Orlando Magic
963,2016-12-10,7:30 pm,Charlotte Hornets,105,Cleveland Cavaliers,116,0,20562,regular_season,Charlotte Hornets at Cleveland Cavaliers
966,2016-12-10,10:30 pm,New Orleans Pelicans,105,Los Angeles Clippers,133,0,19060,regular_season,New Orleans Pelicans at Los Angeles Clippers
965,2016-12-10,7:00 pm,Portland Trail Blazers,111,Indiana Pacers,118,0,16211,regular_season,Portland Trail Blazers at Indiana Pacers
964,2016-12-10,8:00 pm,Dallas Mavericks,87,Houston Rockets,109,0,15761,regular_season,Dallas Mavericks at Houston Rockets
967,2016-12-10,8:00 pm,Golden State Warriors,89,Memphis Grizzlies,110,0,18119,regular_season,Golden State Warriors at Memphis Grizzlies
962,2016-12-10,8:00 pm,Miami Heat,100,Chicago Bulls,105,0,21450,regular_season,Miami Heat at Chicago Bulls
972,2016-12-11,6:00 pm,Philadelphia 76ers,97,Detroit Pistons,79,0,7244,regular_season,Philadelphia 76ers at Detroit Pistons
973,2016-12-11,9:30 pm,New York Knicks,118,Los Angeles Lakers,112,0,18997,regular_season,New York Knicks at Los Angeles Lakers
974,2016-12-11,7:00 pm,Golden State Warriors,116,Minnesota Timberwolves,108,0,18452,regular_season,Golden State Warriors at Minnesota Timberwolves
975,2016-12-11,7:00 pm,Boston Celtics,96,Oklahoma City Thunder,99,0,18203,regular_season,Boston Celtics at Oklahoma City Thunder
976,2016-12-11,8:30 pm,New Orleans Pelicans,120,Phoenix Suns,119,1,16949,regular_season,New Orleans Pelicans at Phoenix Suns
983,2016-12-12,7:30 pm,Milwaukee Bucks,100,Toronto Raptors,122,0,19800,regular_season,Milwaukee Bucks at Toronto Raptors
982,2016-12-12,10:30 pm,Los Angeles Lakers,92,Sacramento Kings,116,0,17608,regular_season,Los Angeles Lakers at Sacramento Kings
977,2016-12-12,8:30 pm,Denver Nuggets,92,Dallas Mavericks,112,0,19425,regular_season,Denver Nuggets at Dallas Mavericks
980,2016-12-12,10:30 pm,Portland Trail Blazers,120,Los Angeles Clippers,121,0,19060,regular_season,Portland Trail Blazers at Los Angeles Clippers
979,2016-12-12,7:00 pm,Charlotte Hornets,94,Indiana Pacers,110,0,14138,regular_season,Charlotte Hornets at Indiana Pacers
978,2016-12-12,8:00 pm,Brooklyn Nets,118,Houston Rockets,122,0,13619,regular_season,Brooklyn Nets at Houston Rockets
981,2016-12-12,7:30 pm,Washington Wizards,101,Miami Heat,112,0,19600,regular_season,Washington Wizards at Miami Heat
988,2016-12-13,9:00 pm,New York Knicks,111,Phoenix Suns,113,1,16429,regular_season,New York Knicks at Phoenix Suns
989,2016-12-13,10:30 pm,Oklahoma City Thunder,95,Portland Trail Blazers,114,0,19505,regular_season,Oklahoma City Thunder at Portland Trail Blazers
986,2016-12-13,7:00 pm,Memphis Grizzlies,86,Cleveland Cavaliers,103,0,20562,regular_season,Memphis Grizzlies at Cleveland Cavaliers
987,2016-12-13,8:00 pm,Golden State Warriors,113,New Orleans Pelicans,109,0,17789,regular_season,Golden State Warriors at New Orleans Pelicans
984,2016-12-13,7:30 pm,Orlando Magic,131,Atlanta Hawks,120,0,13585,regular_season,Orlando Magic at Atlanta Hawks
985,2016-12-13,8:00 pm,Minnesota Timberwolves,99,Chicago Bulls,94,0,21146,regular_season,Minnesota Timberwolves at Chicago Bulls
991,2016-12-14,8:30 pm,Detroit Pistons,95,Dallas Mavericks,85,0,19687,regular_season,Detroit Pistons at Dallas Mavericks
990,2016-12-14,7:30 pm,Los Angeles Lakers,97,Brooklyn Nets,107,0,17732,regular_season,Los Angeles Lakers at Brooklyn Nets
998,2016-12-14,9:00 pm,Oklahoma City Thunder,89,Utah Jazz,109,0,19911,regular_season,Oklahoma City Thunder at Utah Jazz
997,2016-12-14,9:30 pm,Boston Celtics,101,San Antonio Spurs,108,0,18418,regular_season,Boston Celtics at San Antonio Spurs
999,2016-12-14,7:00 pm,Charlotte Hornets,106,Washington Wizards,109,0,13447,regular_season,Charlotte Hornets at Washington Wizards
995,2016-12-14,7:00 pm,Los Angeles Clippers,113,Orlando Magic,108,0,18846,regular_season,Los Angeles Clippers at Orlando Magic
994,2016-12-14,7:00 pm,Indiana Pacers,89,Miami Heat,95,0,19600,regular_season,Indiana Pacers at Miami Heat
993,2016-12-14,8:00 pm,Cleveland Cavaliers,85,Memphis Grizzlies,93,0,17449,regular_season,Cleveland Cavaliers at Memphis Grizzlies
992,2016-12-14,8:00 pm,Sacramento Kings,98,Houston Rockets,132,0,15039,regular_season,Sacramento Kings at Houston Rockets
996,2016-12-14,7:00 pm,Toronto Raptors,123,Philadelphia 76ers,114,0,16192,regular_season,Toronto Raptors at Philadelphia 76ers
1001,2016-12-15,10:30 pm,New York Knicks,90,Golden State Warriors,103,0,19596,regular_season,New York Knicks at Golden State Warriors
1002,2016-12-15,8:00 pm,Chicago Bulls,97,Milwaukee Bucks,108,0,16704,regular_season,Chicago Bulls at Milwaukee Bucks
1003,2016-12-15,8:00 pm,Indiana Pacers,95,New Orleans Pelicans,102,0,15472,regular_season,Indiana Pacers at New Orleans Pelicans
1004,2016-12-15,9:00 pm,San Antonio Spurs,107,Phoenix Suns,92,0,17165,regular_season,San Antonio Spurs at Phoenix Suns
1000,2016-12-15,9:00 pm,Portland Trail Blazers,120,Denver Nuggets,132,0,10022,regular_season,Portland Trail Blazers at Denver Nuggets
1011,2016-12-16,8:00 pm,Los Angeles Lakers,100,Philadelphia 76ers,89,0,20491,regular_season,Los Angeles Lakers at Philadelphia 76ers
1014,2016-12-16,7:00 pm,Detroit Pistons,108,Washington Wizards,122,0,15573,regular_season,Detroit Pistons at Washington Wizards
1013,2016-12-16,10:30 pm,Dallas Mavericks,100,Utah Jazz,103,0,18721,regular_season,Dallas Mavericks at Utah Jazz
1012,2016-12-16,7:30 pm,Atlanta Hawks,125,Toronto Raptors,121,0,19800,regular_season,Atlanta Hawks at Toronto Raptors
1010,2016-12-16,7:00 pm,Brooklyn Nets,111,Orlando Magic,118,0,17668,regular_season,Brooklyn Nets at Orlando Magic
1008,2016-12-16,8:00 pm,Sacramento Kings,96,Memphis Grizzlies,92,0,15987,regular_season,Sacramento Kings at Memphis Grizzlies
1007,2016-12-16,8:00 pm,New Orleans Pelicans,100,Houston Rockets,122,0,16728,regular_season,New Orleans Pelicans at Houston Rockets
1006,2016-12-16,8:00 pm,Milwaukee Bucks,95,Chicago Bulls,69,0,21324,regular_season,Milwaukee Bucks at Chicago Bulls
1009,2016-12-16,8:00 pm,Los Angeles Clippers,102,Miami Heat,98,0,19600,regular_season,Los Angeles Clippers at Miami Heat
1005,2016-12-16,7:30 pm,Charlotte Hornets,88,Boston Celtics,96,0,18624,regular_season,Charlotte Hornets at Boston Celtics
1021,2016-12-17,5:00 pm,Phoenix Suns,101,Oklahoma City Thunder,114,0,18203,regular_season,Phoenix Suns at Oklahoma City Thunder
1020,2016-12-17,8:00 pm,Houston Rockets,111,Minnesota Timberwolves,109,1,14689,regular_season,Houston Rockets at Minnesota Timberwolves
1019,2016-12-17,10:30 pm,Portland Trail Blazers,90,Golden State Warriors,135,0,19596,regular_season,Portland Trail Blazers at Golden State Warriors
1017,2016-12-17,9:00 pm,New York Knicks,114,Denver Nuggets,127,0,12042,regular_season,New York Knicks at Denver Nuggets
1016,2016-12-17,7:30 pm,Los Angeles Lakers,108,Cleveland Cavaliers,119,0,20562,regular_season,Los Angeles Lakers at Cleveland Cavaliers
