,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,OT,Attend.,game_type,game_name
266,2017-10-24,10:00 pm,New Orleans Pelicans,93,Portland Trail Blazers,103,0,19446,regular_season,New Orleans Pelicans at Portland Trail Blazers
265,2017-10-24,7:00 pm,Brooklyn Nets,121,Orlando Magic,125,0,16015,regular_season,Brooklyn Nets at Orlando Magic
264,2017-10-24,8:00 pm,Indiana Pacers,130,Minnesota Timberwolves,107,0,14353,regular_season,Indiana Pacers at Minnesota Timberwolves
263,2017-10-24,10:30 pm,Utah Jazz,84,Los Angeles Clippers,102,0,16607,regular_season,Utah Jazz at Los Angeles Clippers
262,2017-10-24,7:00 pm,Chicago Bulls,112,Cleveland Cavaliers,119,0,20562,regular_season,Chicago Bulls at Cleveland Cavaliers
261,2017-10-24,7:30 pm,New York Knicks,89,Boston Celtics,110,0,18624,regular_season,New York Knicks at Boston Celtics
270,2017-10-25,7:00 pm,Minnesota Timberwolves,101,Detroit Pistons,122,0,13790,regular_season,Minnesota Timberwolves at Detroit Pistons
276,2017-10-25,10:00 pm,Utah Jazz,88,Phoenix Suns,97,0,16022,regular_season,Utah Jazz at Phoenix Suns
275,2017-10-25,7:00 pm,Houston Rockets,105,Philadelphia 76ers,104,0,20682,regular_season,Houston Rockets at Philadelphia 76ers
274,2017-10-25,8:00 pm,Indiana Pacers,96,Oklahoma City Thunder,114,0,18203,regular_season,Indiana Pacers at Oklahoma City Thunder
269,2017-10-25,8:30 pm,Memphis Grizzlies,94,Dallas Mavericks,103,0,19674,regular_season,Memphis Grizzlies at Dallas Mavericks
272,2017-10-25,10:30 pm,Washington Wizards,99,Los Angeles Lakers,102,1,18996,regular_season,Washington Wizards at Los Angeles Lakers
271,2017-10-25,10:30 pm,Toronto Raptors,112,Golden State Warriors,117,0,19596,regular_season,Toronto Raptors at Golden State Warriors
267,2017-10-25,7:30 pm,Cleveland Cavaliers,107,Brooklyn Nets,112,0,17732,regular_season,Cleveland Cavaliers at Brooklyn Nets
268,2017-10-25,7:00 pm,Denver Nuggets,93,Charlotte Hornets,110,0,14253,regular_season,Denver Nuggets at Charlotte Hornets
273,2017-10-25,8:00 pm,San Antonio Spurs,117,Miami Heat,100,0,19600,regular_season,San Antonio Spurs at Miami Heat
277,2017-10-26,8:00 pm,Atlanta Hawks,86,Chicago Bulls,91,0,21104,regular_season,Atlanta Hawks at Chicago Bulls
278,2017-10-26,8:00 pm,Dallas Mavericks,91,Memphis Grizzlies,96,0,15839,regular_season,Dallas Mavericks at Memphis Grizzlies
279,2017-10-26,8:00 pm,Boston Celtics,96,Milwaukee Bucks,89,0,11046,regular_season,Boston Celtics at Milwaukee Bucks
280,2017-10-26,10:00 pm,Los Angeles Clippers,104,Portland Trail Blazers,103,0,18694,regular_season,Los Angeles Clippers at Portland Trail Blazers
281,2017-10-26,10:30 pm,New Orleans Pelicans,114,Sacramento Kings,106,0,17583,regular_season,New Orleans Pelicans at Sacramento Kings
288,2017-10-27,7:00 pm,San Antonio Spurs,87,Orlando Magic,114,0,17337,regular_season,San Antonio Spurs at Orlando Magic
287,2017-10-27,7:30 pm,Brooklyn Nets,86,New York Knicks,107,0,19812,regular_season,Brooklyn Nets at New York Knicks
283,2017-10-27,7:00 pm,Houston Rockets,109,Charlotte Hornets,93,0,17339,regular_season,Houston Rockets at Charlotte Hornets
285,2017-10-27,10:30 pm,Toronto Raptors,101,Los Angeles Lakers,92,0,17876,regular_season,Toronto Raptors at Los Angeles Lakers
284,2017-10-27,10:30 pm,Washington Wizards,117,Golden State Warriors,120,0,19596,regular_season,Washington Wizards at Golden State Warriors
282,2017-10-27,7:30 pm,Denver Nuggets,105,Atlanta Hawks,100,0,16220,regular_season,Denver Nuggets at Atlanta Hawks
286,2017-10-27,8:00 pm,Oklahoma City Thunder,116,Minnesota Timberwolves,119,0,17620,regular_season,Oklahoma City Thunder at Minnesota Timberwolves
295,2017-10-28,10:00 pm,Phoenix Suns,107,Portland Trail Blazers,114,0,19343,regular_season,Phoenix Suns at Portland Trail Blazers
294,2017-10-28,7:00 pm,Cleveland Cavaliers,101,New Orleans Pelicans,123,0,18539,regular_season,Cleveland Cavaliers at New Orleans Pelicans
296,2017-10-28,9:00 pm,Los Angeles Lakers,81,Utah Jazz,96,0,18306,regular_season,Los Angeles Lakers at Utah Jazz
292,2017-10-28,8:00 pm,Houston Rockets,89,Memphis Grizzlies,103,0,17033,regular_season,Houston Rockets at Memphis Grizzlies
293,2017-10-28,8:00 pm,Boston Celtics,96,Miami Heat,90,0,19600,regular_season,Boston Celtics at Miami Heat
290,2017-10-28,8:30 pm,Philadelphia 76ers,112,Dallas Mavericks,110,0,19567,regular_season,Philadelphia 76ers at Dallas Mavericks
291,2017-10-28,10:30 pm,Detroit Pistons,95,Los Angeles Clippers,87,0,17247,regular_season,Detroit Pistons at Los Angeles Clippers
289,2017-10-28,8:00 pm,Oklahoma City Thunder,101,Chicago Bulls,69,0,21706,regular_season,Oklahoma City Thunder at Chicago Bulls
297,2017-10-29,3:30 pm,Milwaukee Bucks,117,Atlanta Hawks,106,0,14014,regular_season,Milwaukee Bucks at Atlanta Hawks
298,2017-10-29,6:00 pm,Denver Nuggets,124,Brooklyn Nets,111,0,14854,regular_season,Denver Nuggets at Brooklyn Nets
299,2017-10-29,6:00 pm,Orlando Magic,113,Charlotte Hornets,120,0,15531,regular_season,Orlando Magic at Charlotte Hornets
300,2017-10-29,7:00 pm,New York Knicks,114,Cleveland Cavaliers,95,0,20562,regular_season,New York Knicks at Cleveland Cavaliers
301,2017-10-29,8:30 pm,Detroit Pistons,115,Golden State Warriors,107,0,19596,regular_season,Detroit Pistons at Golden State Warriors
302,2017-10-29,4:30 pm,San Antonio Spurs,94,Indiana Pacers,97,0,15013,regular_season,San Antonio Spurs at Indiana Pacers
303,2017-10-29,6:00 pm,Washington Wizards,110,Sacramento Kings,83,0,17583,regular_season,Washington Wizards at Sacramento Kings
312,2017-10-30,9:00 pm,Dallas Mavericks,89,Utah Jazz,104,0,16221,regular_season,Dallas Mavericks at Utah Jazz
311,2017-10-30,10:00 pm,Toronto Raptors,99,Portland Trail Blazers,85,0,18505,regular_season,Toronto Raptors at Portland Trail Blazers
310,2017-10-30,7:30 pm,Denver Nuggets,110,New York Knicks,116,0,19812,regular_season,Denver Nuggets at New York Knicks
307,2017-10-30,8:00 pm,Charlotte Hornets,104,Memphis Grizzlies,99,0,15771,regular_season,Charlotte Hornets at Memphis Grizzlies
308,2017-10-30,7:30 pm,Minnesota Timberwolves,125,Miami Heat,122,1,19600,regular_season,Minnesota Timberwolves at Miami Heat
305,2017-10-30,8:00 pm,Philadelphia 76ers,115,Houston Rockets,107,0,16714,regular_season,Philadelphia 76ers at Houston Rockets
304,2017-10-30,7:30 pm,San Antonio Spurs,94,Boston Celtics,108,0,18624,regular_season,San Antonio Spurs at Boston Celtics
309,2017-10-30,8:00 pm,Orlando Magic,115,New Orleans Pelicans,99,0,14004,regular_season,Orlando Magic at New Orleans Pelicans
306,2017-10-30,10:30 pm,Golden State Warriors,141,Los Angeles Clippers,113,0,19068,regular_season,Golden State Warriors at Los Angeles Clippers
313,2017-10-31,7:30 pm,Phoenix Suns,122,Brooklyn Nets,114,0,12936,regular_season,Phoenix Suns at Brooklyn Nets
314,2017-10-31,7:00 pm,Sacramento Kings,83,Indiana Pacers,101,0,12245,regular_season,Sacramento Kings at Indiana Pacers
315,2017-10-31,10:30 pm,Detroit Pistons,93,Los Angeles Lakers,113,0,17569,regular_season,Detroit Pistons at Los Angeles Lakers
316,2017-10-31,8:00 pm,Oklahoma City Thunder,110,Milwaukee Bucks,91,0,16713,regular_season,Oklahoma City Thunder at Milwaukee Bucks
0,2017-11-01,7:30 pm,Sacramento Kings,86,Boston Celtics,113,0,18624,regular_season,Sacramento Kings at Boston Celtics
6,2017-11-01,7:30 pm,Chicago Bulls,91,Miami Heat,97,0,19600,regular_season,Chicago Bulls at Miami Heat
11,2017-11-01,7:00 pm,Phoenix Suns,122,Washington Wizards,116,0,14790,regular_season,Phoenix Suns at Washington Wizards
10,2017-11-01,9:00 pm,Portland Trail Blazers,103,Utah Jazz,112,1,16685,regular_season,Portland Trail Blazers at Utah Jazz
8,2017-11-01,8:00 pm,Houston Rockets,119,New York Knicks,97,0,18320,regular_season,Houston Rockets at New York Knicks
7,2017-11-01,8:00 pm,Minnesota Timberwolves,104,New Orleans Pelicans,98,0,14788,regular_season,Minnesota Timberwolves at New Orleans Pelicans
9,2017-11-01,7:00 pm,Atlanta Hawks,109,Philadelphia 76ers,119,0,20549,regular_season,Atlanta Hawks at Philadelphia 76ers
4,2017-11-01,10:30 pm,Dallas Mavericks,98,Los Angeles Clippers,119,0,13487,regular_season,Dallas Mavericks at Los Angeles Clippers
3,2017-11-01,9:00 pm,Toronto Raptors,111,Denver Nuggets,129,0,14072,regular_season,Toronto Raptors at Denver Nuggets
2,2017-11-01,7:00 pm,Indiana Pacers,124,Cleveland Cavaliers,107,0,20562,regular_season,Indiana Pacers at Cleveland Cavaliers
1,2017-11-01,7:00 pm,Milwaukee Bucks,121,Charlotte Hornets,126,0,15655,regular_season,Milwaukee Bucks at Charlotte Hornets
5,2017-11-01,8:00 pm,Orlando Magic,101,Memphis Grizzlies,99,0,15434,regular_season,Orlando Magic at Memphis Grizzlies
12,2017-11-02,10:30 pm,Los Angeles Lakers,110,Portland Trail Blazers,113,0,19469,regular_season,Los Angeles Lakers at Portland Trail Blazers
13,2017-11-02,8:00 pm,Golden State Warriors,112,San Antonio Spurs,92,0,18418,regular_season,Golden State Warriors at San Antonio Spurs
25,2017-11-03,7:00 pm,Cleveland Cavaliers,130,Washington Wizards,122,0,20356,regular_season,Cleveland Cavaliers at Washington Wizards
20,2017-11-03,9:30 pm,Boston Celtics,101,Oklahoma City Thunder,94,0,18203,regular_season,Boston Celtics at Oklahoma City Thunder
24,2017-11-03,9:00 pm,Toronto Raptors,109,Utah Jazz,100,0,16258,regular_season,Toronto Raptors at Utah Jazz
22,2017-11-03,7:00 pm,Indiana Pacers,110,Philadelphia 76ers,121,0,20668,regular_season,Indiana Pacers at Philadelphia 76ers
21,2017-11-03,7:00 pm,Chicago Bulls,105,Orlando Magic,83,0,19171,regular_season,Chicago Bulls at Orlando Magic
19,2017-11-03,7:30 pm,Phoenix Suns,107,New York Knicks,120,0,19404,regular_season,Phoenix Suns at New York Knicks
23,2017-11-03,8:30 pm,Charlotte Hornets,101,San Antonio Spurs,108,0,18418,regular_season,Charlotte Hornets at San Antonio Spurs
17,2017-11-03,7:00 pm,Milwaukee Bucks,96,Detroit Pistons,105,0,17207,regular_season,Milwaukee Bucks at Detroit Pistons
16,2017-11-03,9:00 pm,Miami Heat,94,Denver Nuggets,95,0,15317,regular_season,Miami Heat at Denver Nuggets
15,2017-11-03,8:30 pm,New Orleans Pelicans,99,Dallas Mavericks,94,0,19894,regular_season,New Orleans Pelicans at Dallas Mavericks
14,2017-11-03,7:30 pm,Houston Rockets,119,Atlanta Hawks,104,0,14087,regular_season,Houston Rockets at Atlanta Hawks
18,2017-11-03,10:30 pm,Brooklyn Nets,112,Los Angeles Lakers,124,0,18997,regular_season,Brooklyn Nets at Los Angeles Lakers
26,2017-11-04,8:00 pm,New Orleans Pelicans,96,Chicago Bulls,90,1,21254,regular_season,New Orleans Pelicans at Chicago Bulls
27,2017-11-04,9:00 pm,Golden State Warriors,127,Denver Nuggets,108,0,19711,regular_season,Golden State Warriors at Denver Nuggets
28,2017-11-04,7:00 pm,Sacramento Kings,99,Detroit Pistons,108,0,17683,regular_season,Sacramento Kings at Detroit Pistons
29,2017-11-04,3:30 pm,Memphis Grizzlies,113,Los Angeles Clippers,104,0,14777,regular_season,Memphis Grizzlies at Los Angeles Clippers
30,2017-11-04,8:00 pm,Dallas Mavericks,99,Minnesota Timberwolves,112,0,16837,regular_season,Dallas Mavericks at Minnesota Timberwolves
40,2017-11-05,6:00 pm,Washington Wizards,107,Toronto Raptors,96,0,19800,regular_season,Washington Wizards at Toronto Raptors
39,2017-11-05,7:00 pm,Phoenix Suns,95,San Antonio Spurs,112,0,18038,regular_season,Phoenix Suns at San Antonio Spurs
38,2017-11-05,9:00 pm,Oklahoma City Thunder,99,Portland Trail Blazers,103,0,19393,regular_season,Oklahoma City Thunder at Portland Trail Blazers
37,2017-11-05,6:00 pm,Boston Celtics,104,Orlando Magic,88,0,17731,regular_season,Boston Celtics at Orlando Magic
36,2017-11-05,7:30 pm,Indiana Pacers,101,New York Knicks,108,0,17889,regular_season,Indiana Pacers at New York Knicks
33,2017-11-05,3:30 pm,Miami Heat,104,Los Angeles Clippers,101,0,15676,regular_season,Miami Heat at Los Angeles Clippers
34,2017-11-05,9:30 pm,Memphis Grizzlies,102,Los Angeles Lakers,107,0,18997,regular_season,Memphis Grizzlies at Los Angeles Lakers
32,2017-11-05,7:00 pm,Utah Jazz,110,Houston Rockets,137,0,16914,regular_season,Utah Jazz at Houston Rockets
31,2017-11-05,3:00 pm,Atlanta Hawks,117,Cleveland Cavaliers,115,0,20562,regular_season,Atlanta Hawks at Cleveland Cavaliers
35,2017-11-05,8:00 pm,Charlotte Hornets,94,Minnesota Timberwolves,112,0,14124,regular_season,Charlotte Hornets at Minnesota Timberwolves
41,2017-11-06,7:30 pm,Boston Celtics,110,Atlanta Hawks,107,0,13215,regular_season,Boston Celtics at Atlanta Hawks
42,2017-11-06,10:30 pm,Miami Heat,80,Golden State Warriors,97,0,19596,regular_season,Miami Heat at Golden State Warriors
43,2017-11-06,9:00 pm,Brooklyn Nets,98,Phoenix Suns,92,0,15905,regular_season,Brooklyn Nets at Phoenix Suns
53,2017-11-07,7:00 pm,Dallas Mavericks,113,Washington Wizards,99,0,14505,regular_season,Dallas Mavericks at Washington Wizards
49,2017-11-07,10:00 pm,Oklahoma City Thunder,86,Sacramento Kings,94,0,17583,regular_season,Oklahoma City Thunder at Sacramento Kings
52,2017-11-07,9:00 pm,Philadelphia 76ers,104,Utah Jazz,97,0,16063,regular_season,Philadelphia 76ers at Utah Jazz
50,2017-11-07,8:30 pm,Los Angeles Clippers,107,San Antonio Spurs,120,0,18418,regular_season,Los Angeles Clippers at San Antonio Spurs
48,2017-11-07,10:00 pm,Memphis Grizzlies,98,Portland Trail Blazers,97,0,18692,regular_season,Memphis Grizzlies at Portland Trail Blazers
51,2017-11-07,7:30 pm,Chicago Bulls,114,Toronto Raptors,119,0,19800,regular_season,Chicago Bulls at Toronto Raptors
46,2017-11-07,7:00 pm,New Orleans Pelicans,117,Indiana Pacers,112,0,15014,regular_season,New Orleans Pelicans at Indiana Pacers
44,2017-11-07,7:00 pm,Milwaukee Bucks,119,Cleveland Cavaliers,124,0,20562,regular_season,Milwaukee Bucks at Cleveland Cavaliers
47,2017-11-07,7:30 pm,Charlotte Hornets,113,New York Knicks,118,0,18704,regular_season,Charlotte Hornets at New York Knicks
45,2017-11-07,9:00 pm,Brooklyn Nets,104,Denver Nuggets,112,0,14058,regular_season,Brooklyn Nets at Denver Nuggets
54,2017-11-08,8:00 pm,Los Angeles Lakers,96,Boston Celtics,107,0,18624,regular_season,Los Angeles Lakers at Boston Celtics
55,2017-11-08,7:00 pm,Indiana Pacers,97,Detroit Pistons,114,0,14407,regular_season,Indiana Pacers at Detroit Pistons
56,2017-11-08,10:30 pm,Minnesota Timberwolves,101,Golden State Warriors,125,0,19596,regular_season,Minnesota Timberwolves at Golden State Warriors
57,2017-11-08,7:00 pm,New York Knicks,99,Orlando Magic,112,0,18803,regular_season,New York Knicks at Orlando Magic
58,2017-11-08,9:00 pm,Miami Heat,126,Phoenix Suns,115,0,16500,regular_season,Miami Heat at Phoenix Suns
63,2017-11-09,7:00 pm,Los Angeles Lakers,95,Washington Wizards,111,0,20356,regular_season,Los Angeles Lakers at Washington Wizards
61,2017-11-09,10:00 pm,Philadelphia 76ers,108,Sacramento Kings,109,0,17583,regular_season,Philadelphia 76ers at Sacramento Kings
62,2017-11-09,7:30 pm,New Orleans Pelicans,118,Toronto Raptors,122,0,19800,regular_season,New Orleans Pelicans at Toronto Raptors
59,2017-11-09,10:30 pm,Oklahoma City Thunder,94,Denver Nuggets,102,0,19520,regular_season,Oklahoma City Thunder at Denver Nuggets
60,2017-11-09,8:00 pm,Cleveland Cavaliers,113,Houston Rockets,117,0,18055,regular_season,Cleveland Cavaliers at Houston Rockets
65,2017-11-10,8:00 pm,Indiana Pacers,105,Chicago Bulls,87,0,22416,regular_season,Indiana Pacers at Chicago Bulls
66,2017-11-10,7:00 pm,Atlanta Hawks,104,Detroit Pistons,111,0,16687,regular_season,Atlanta Hawks at Detroit Pistons
67,2017-11-10,9:00 pm,Los Angeles Clippers,111,Oklahoma City Thunder,120,0,18203,regular_season,Los Angeles Clippers at Oklahoma City Thunder
68,2017-11-10,9:00 pm,Orlando Magic,128,Phoenix Suns,112,0,16507,regular_season,Orlando Magic at Phoenix Suns
69,2017-11-10,10:00 pm,Brooklyn Nets,101,Portland Trail Blazers,97,0,19393,regular_season,Brooklyn Nets at Portland Trail Blazers
70,2017-11-10,9:00 pm,Milwaukee Bucks,94,San Antonio Spurs,87,0,18418,regular_season,Milwaukee Bucks at San Antonio Spurs
71,2017-11-10,9:00 pm,Miami Heat,84,Utah Jazz,74,0,18306,regular_season,Miami Heat at Utah Jazz
64,2017-11-10,7:30 pm,Charlotte Hornets,87,Boston Celtics,90,0,18624,regular_season,Charlotte Hornets at Boston Celtics
77,2017-11-11,7:00 pm,Los Angeles Clippers,103,New Orleans Pelicans,111,0,17624,regular_season,Los Angeles Clippers at New Orleans Pelicans
81,2017-11-11,9:00 pm,Brooklyn Nets,106,Utah Jazz,114,0,17413,regular_season,Brooklyn Nets at Utah Jazz
82,2017-11-11,7:00 pm,Atlanta Hawks,94,Washington Wizards,113,0,17260,regular_season,Atlanta Hawks at Washington Wizards
80,2017-11-11,8:30 pm,Chicago Bulls,94,San Antonio Spurs,133,0,18418,regular_season,Chicago Bulls at San Antonio Spurs
79,2017-11-11,9:00 pm,Minnesota Timberwolves,110,Phoenix Suns,118,0,16910,regular_season,Minnesota Timberwolves at Phoenix Suns
78,2017-11-11,8:00 pm,Sacramento Kings,91,New York Knicks,118,0,19812,regular_season,Sacramento Kings at New York Knicks
76,2017-11-11,8:30 pm,Los Angeles Lakers,90,Milwaukee Bucks,98,0,18717,regular_season,Los Angeles Lakers at Milwaukee Bucks
74,2017-11-11,8:30 pm,Philadelphia 76ers,114,Golden State Warriors,135,0,19596,regular_season,Philadelphia 76ers at Golden State Warriors
73,2017-11-11,9:00 pm,Orlando Magic,107,Denver Nuggets,125,0,16688,regular_season,Orlando Magic at Denver Nuggets
72,2017-11-11,8:30 pm,Cleveland Cavaliers,111,Dallas Mavericks,104,0,20378,regular_season,Cleveland Cavaliers at Dallas Mavericks
75,2017-11-11,8:00 pm,Memphis Grizzlies,96,Houston Rockets,111,0,18055,regular_season,Memphis Grizzlies at Houston Rockets
83,2017-11-12,3:30 pm,Toronto Raptors,94,Boston Celtics,95,0,18624,regular_season,Toronto Raptors at Boston Celtics
84,2017-11-12,4:00 pm,Miami Heat,103,Detroit Pistons,112,0,16236,regular_season,Miami Heat at Detroit Pistons
85,2017-11-12,6:00 pm,Houston Rockets,118,Indiana Pacers,95,0,15581,regular_season,Houston Rockets at Indiana Pacers
86,2017-11-12,7:00 pm,Dallas Mavericks,99,Oklahoma City Thunder,112,0,18203,regular_season,Dallas Mavericks at Oklahoma City Thunder
95,2017-11-13,7:00 pm,Sacramento Kings,92,Washington Wizards,110,0,14660,regular_season,Sacramento Kings at Washington Wizards
94,2017-11-13,9:00 pm,Minnesota Timberwolves,109,Utah Jazz,98,0,17236,regular_season,Minnesota Timberwolves at Utah Jazz
93,2017-11-13,10:00 pm,Denver Nuggets,82,Portland Trail Blazers,99,0,18895,regular_season,Denver Nuggets at Portland Trail Blazers
92,2017-11-13,9:00 pm,Los Angeles Lakers,100,Phoenix Suns,93,0,17533,regular_season,Los Angeles Lakers at Phoenix Suns
91,2017-11-13,7:30 pm,Cleveland Cavaliers,104,New York Knicks,101,0,19812,regular_season,Cleveland Cavaliers at New York Knicks
90,2017-11-13,8:00 pm,Atlanta Hawks,105,New Orleans Pelicans,106,0,14631,regular_season,Atlanta Hawks at New Orleans Pelicans
88,2017-11-13,10:30 pm,Philadelphia 76ers,109,Los Angeles Clippers,105,0,19068,regular_season,Philadelphia 76ers at Los Angeles Clippers
87,2017-11-13,10:30 pm,Orlando Magic,100,Golden State Warriors,110,0,19596,regular_season,Orlando Magic at Golden State Warriors
89,2017-11-13,8:00 pm,Memphis Grizzlies,103,Milwaukee Bucks,110,0,13244,regular_season,Memphis Grizzlies at Milwaukee Bucks
96,2017-11-14,7:30 pm,Boston Celtics,109,Brooklyn Nets,102,0,17732,regular_season,Boston Celtics at Brooklyn Nets
97,2017-11-14,8:30 pm,San Antonio Spurs,97,Dallas Mavericks,91,0,19535,regular_season,San Antonio Spurs at Dallas Mavericks
