,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,OT,Attend.,game_type,game_name
98,2017-11-14,8:00 pm,Toronto Raptors,129,Houston Rockets,113,0,18055,regular_season,Toronto Raptors at Houston Rockets
102,2017-11-15,8:00 pm,Indiana Pacers,116,Memphis Grizzlies,113,0,16033,regular_season,Indiana Pacers at Memphis Grizzlies
104,2017-11-15,8:00 pm,Detroit Pistons,95,Milwaukee Bucks,99,0,14594,regular_season,Detroit Pistons at Milwaukee Bucks
99,2017-11-15,7:30 pm,Sacramento Kings,80,Atlanta Hawks,126,0,13860,regular_season,Sacramento Kings at Atlanta Hawks
100,2017-11-15,8:00 pm,Cleveland Cavaliers,115,Charlotte Hornets,107,0,19427,regular_season,Cleveland Cavaliers at Charlotte Hornets
101,2017-11-15,10:30 pm,Philadelphia 76ers,115,Los Angeles Lakers,109,0,18997,regular_season,Philadelphia 76ers at Los Angeles Lakers
103,2017-11-15,7:30 pm,Washington Wizards,102,Miami Heat,93,0,19600,regular_season,Washington Wizards at Miami Heat
105,2017-11-15,8:00 pm,San Antonio Spurs,86,Minnesota Timberwolves,98,0,18978,regular_season,San Antonio Spurs at Minnesota Timberwolves
108,2017-11-15,8:00 pm,Chicago Bulls,79,Oklahoma City Thunder,92,0,18203,regular_season,Chicago Bulls at Oklahoma City Thunder
109,2017-11-15,10:00 pm,Orlando Magic,94,Portland Trail Blazers,99,0,19206,regular_season,Orlando Magic at Portland Trail Blazers
106,2017-11-15,8:00 pm,Toronto Raptors,125,New Orleans Pelicans,116,0,15654,regular_season,Toronto Raptors at New Orleans Pelicans
107,2017-11-15,7:30 pm,Utah Jazz,101,New York Knicks,106,0,18695,regular_season,Utah Jazz at New York Knicks
111,2017-11-16,10:30 pm,Houston Rockets,142,Phoenix Suns,116,0,16875,regular_season,Houston Rockets at Phoenix Suns
110,2017-11-16,8:00 pm,Golden State Warriors,88,Boston Celtics,92,0,18624,regular_season,Golden State Warriors at Boston Celtics
115,2017-11-17,8:30 pm,Minnesota Timberwolves,111,Dallas Mavericks,87,0,19459,regular_season,Minnesota Timberwolves at Dallas Mavericks
112,2017-11-17,7:30 pm,Utah Jazz,107,Brooklyn Nets,118,0,14495,regular_season,Utah Jazz at Brooklyn Nets
114,2017-11-17,7:30 pm,Los Angeles Clippers,113,Cleveland Cavaliers,118,1,20562,regular_season,Los Angeles Clippers at Cleveland Cavaliers
122,2017-11-17,7:00 pm,Miami Heat,91,Washington Wizards,88,0,17551,regular_season,Miami Heat at Washington Wizards
121,2017-11-17,7:30 pm,New York Knicks,84,Toronto Raptors,107,0,19800,regular_season,New York Knicks at Toronto Raptors
120,2017-11-17,8:00 pm,Oklahoma City Thunder,101,San Antonio Spurs,104,0,18418,regular_season,Oklahoma City Thunder at San Antonio Spurs
119,2017-11-17,10:00 pm,Portland Trail Blazers,82,Sacramento Kings,86,0,17583,regular_season,Portland Trail Blazers at Sacramento Kings
118,2017-11-17,10:30 pm,Phoenix Suns,122,Los Angeles Lakers,113,0,18997,regular_season,Phoenix Suns at Los Angeles Lakers
117,2017-11-17,7:00 pm,Detroit Pistons,100,Indiana Pacers,107,0,17188,regular_season,Detroit Pistons at Indiana Pacers
116,2017-11-17,10:30 pm,New Orleans Pelicans,114,Denver Nuggets,146,0,16816,regular_season,New Orleans Pelicans at Denver Nuggets
113,2017-11-17,8:00 pm,Charlotte Hornets,120,Chicago Bulls,123,0,20493,regular_season,Charlotte Hornets at Chicago Bulls
124,2017-11-18,7:00 pm,Los Angeles Clippers,87,Charlotte Hornets,102,0,17640,regular_season,Los Angeles Clippers at Charlotte Hornets
125,2017-11-18,9:00 pm,Milwaukee Bucks,79,Dallas Mavericks,111,0,19949,regular_season,Milwaukee Bucks at Dallas Mavericks
126,2017-11-18,8:00 pm,Houston Rockets,105,Memphis Grizzlies,83,0,17266,regular_season,Houston Rockets at Memphis Grizzlies
128,2017-11-18,7:30 pm,Golden State Warriors,124,Philadelphia 76ers,116,0,20848,regular_season,Golden State Warriors at Philadelphia 76ers
129,2017-11-18,10:00 pm,Sacramento Kings,90,Portland Trail Blazers,102,0,19522,regular_season,Sacramento Kings at Portland Trail Blazers
123,2017-11-18,7:30 pm,Boston Celtics,110,Atlanta Hawks,99,0,16381,regular_season,Boston Celtics at Atlanta Hawks
127,2017-11-18,7:00 pm,Utah Jazz,125,Orlando Magic,85,0,19157,regular_season,Utah Jazz at Orlando Magic
130,2017-11-19,6:00 pm,Golden State Warriors,118,Brooklyn Nets,111,0,17732,regular_season,Golden State Warriors at Brooklyn Nets
131,2017-11-19,9:30 pm,Denver Nuggets,109,Los Angeles Lakers,127,0,18997,regular_season,Denver Nuggets at Los Angeles Lakers
132,2017-11-19,5:00 pm,Indiana Pacers,120,Miami Heat,95,0,19600,regular_season,Indiana Pacers at Miami Heat
133,2017-11-19,7:00 pm,Detroit Pistons,100,Minnesota Timberwolves,97,0,16069,regular_season,Detroit Pistons at Minnesota Timberwolves
134,2017-11-19,8:00 pm,Chicago Bulls,105,Phoenix Suns,113,0,16264,regular_season,Chicago Bulls at Phoenix Suns
135,2017-11-19,3:30 pm,Washington Wizards,91,Toronto Raptors,100,0,19800,regular_season,Washington Wizards at Toronto Raptors
143,2017-11-20,7:00 pm,Indiana Pacers,105,Orlando Magic,97,0,17239,regular_season,Indiana Pacers at Orlando Magic
146,2017-11-20,8:30 pm,Atlanta Hawks,85,San Antonio Spurs,96,0,18418,regular_season,Atlanta Hawks at San Antonio Spurs
145,2017-11-20,10:00 pm,Denver Nuggets,114,Sacramento Kings,98,0,17583,regular_season,Denver Nuggets at Sacramento Kings
144,2017-11-20,7:00 pm,Utah Jazz,86,Philadelphia 76ers,107,0,20587,regular_season,Utah Jazz at Philadelphia 76ers
142,2017-11-20,7:30 pm,Los Angeles Clippers,85,New York Knicks,107,0,18848,regular_season,Los Angeles Clippers at New York Knicks
141,2017-11-20,8:00 pm,Oklahoma City Thunder,107,New Orleans Pelicans,114,0,16765,regular_season,Oklahoma City Thunder at New Orleans Pelicans
139,2017-11-20,8:00 pm,Portland Trail Blazers,100,Memphis Grizzlies,92,0,15785,regular_season,Portland Trail Blazers at Memphis Grizzlies
138,2017-11-20,7:00 pm,Cleveland Cavaliers,116,Detroit Pistons,88,0,20491,regular_season,Cleveland Cavaliers at Detroit Pistons
137,2017-11-20,8:30 pm,Boston Celtics,110,Dallas Mavericks,102,1,20302,regular_season,Boston Celtics at Dallas Mavericks
136,2017-11-20,7:00 pm,Minnesota Timberwolves,102,Charlotte Hornets,118,0,15978,regular_season,Minnesota Timberwolves at Charlotte Hornets
140,2017-11-20,8:00 pm,Washington Wizards,99,Milwaukee Bucks,88,0,16122,regular_season,Washington Wizards at Milwaukee Bucks
147,2017-11-21,10:30 pm,Chicago Bulls,94,Los Angeles Lakers,103,0,18997,regular_season,Chicago Bulls at Los Angeles Lakers
154,2017-11-22,8:00 pm,Orlando Magic,118,Minnesota Timberwolves,124,0,16402,regular_season,Orlando Magic at Minnesota Timberwolves
156,2017-11-22,7:30 pm,Toronto Raptors,100,New York Knicks,108,0,19812,regular_season,Toronto Raptors at New York Knicks
155,2017-11-22,8:00 pm,San Antonio Spurs,90,New Orleans Pelicans,107,0,17539,regular_season,San Antonio Spurs at New Orleans Pelicans
153,2017-11-22,7:30 pm,Boston Celtics,98,Miami Heat,104,0,19704,regular_season,Boston Celtics at Miami Heat
149,2017-11-22,7:00 pm,Washington Wizards,124,Charlotte Hornets,129,1,16041,regular_season,Washington Wizards at Charlotte Hornets
151,2017-11-22,8:00 pm,Denver Nuggets,95,Houston Rockets,125,0,18055,regular_season,Denver Nuggets at Houston Rockets
150,2017-11-22,7:00 pm,Brooklyn Nets,109,Cleveland Cavaliers,119,0,20562,regular_season,Brooklyn Nets at Cleveland Cavaliers
148,2017-11-22,7:30 pm,Los Angeles Clippers,116,Atlanta Hawks,103,0,12675,regular_season,Los Angeles Clippers at Atlanta Hawks
157,2017-11-22,8:00 pm,Golden State Warriors,91,Oklahoma City Thunder,108,0,18203,regular_season,Golden State Warriors at Oklahoma City Thunder
152,2017-11-22,8:00 pm,Dallas Mavericks,95,Memphis Grizzlies,94,0,16101,regular_season,Dallas Mavericks at Memphis Grizzlies
158,2017-11-22,7:00 pm,Portland Trail Blazers,81,Philadelphia 76ers,101,0,20605,regular_season,Portland Trail Blazers at Philadelphia 76ers
161,2017-11-22,9:00 pm,Chicago Bulls,80,Utah Jazz,110,0,17434,regular_season,Chicago Bulls at Utah Jazz
160,2017-11-22,10:30 pm,Los Angeles Lakers,102,Sacramento Kings,113,0,17583,regular_season,Los Angeles Lakers at Sacramento Kings
159,2017-11-22,9:00 pm,Milwaukee Bucks,113,Phoenix Suns,107,1,16270,regular_season,Milwaukee Bucks at Phoenix Suns
171,2017-11-24,9:00 pm,New Orleans Pelicans,115,Phoenix Suns,91,0,16574,regular_season,New Orleans Pelicans at Phoenix Suns
170,2017-11-24,8:00 pm,Detroit Pistons,99,Oklahoma City Thunder,98,0,18203,regular_season,Detroit Pistons at Oklahoma City Thunder
168,2017-11-24,8:00 pm,Toronto Raptors,104,Indiana Pacers,107,0,16523,regular_season,Toronto Raptors at Indiana Pacers
167,2017-11-24,10:30 pm,Chicago Bulls,94,Golden State Warriors,143,0,19596,regular_season,Chicago Bulls at Golden State Warriors
166,2017-11-24,9:00 pm,Memphis Grizzlies,92,Denver Nuggets,104,0,16736,regular_season,Memphis Grizzlies at Denver Nuggets
169,2017-11-24,8:00 pm,Miami Heat,109,Minnesota Timberwolves,97,0,18978,regular_season,Miami Heat at Minnesota Timberwolves
164,2017-11-24,12:00 pm,Portland Trail Blazers,127,Brooklyn Nets,125,0,15246,regular_season,Portland Trail Blazers at Brooklyn Nets
163,2017-11-24,7:30 pm,Orlando Magic,103,Boston Celtics,118,0,18624,regular_season,Orlando Magic at Boston Celtics
162,2017-11-24,7:30 pm,New York Knicks,104,Atlanta Hawks,116,0,14355,regular_season,New York Knicks at Atlanta Hawks
165,2017-11-24,8:00 pm,Charlotte Hornets,99,Cleveland Cavaliers,100,0,20562,regular_season,Charlotte Hornets at Cleveland Cavaliers
180,2017-11-25,9:00 pm,Milwaukee Bucks,108,Utah Jazz,121,0,17298,regular_season,Milwaukee Bucks at Utah Jazz
172,2017-11-25,7:30 pm,Toronto Raptors,112,Atlanta Hawks,78,0,12278,regular_season,Toronto Raptors at Atlanta Hawks
173,2017-11-25,7:00 pm,San Antonio Spurs,106,Charlotte Hornets,86,0,18597,regular_season,San Antonio Spurs at Charlotte Hornets
174,2017-11-25,8:30 pm,Oklahoma City Thunder,81,Dallas Mavericks,97,0,20340,regular_season,Oklahoma City Thunder at Dallas Mavericks
175,2017-11-25,8:30 pm,New Orleans Pelicans,95,Golden State Warriors,110,0,19596,regular_season,New Orleans Pelicans at Golden State Warriors
176,2017-11-25,8:00 pm,New York Knicks,102,Houston Rockets,117,0,18055,regular_season,New York Knicks at Houston Rockets
177,2017-11-25,8:00 pm,Boston Celtics,108,Indiana Pacers,98,0,16303,regular_season,Boston Celtics at Indiana Pacers
178,2017-11-25,7:00 pm,Orlando Magic,111,Philadelphia 76ers,130,0,20585,regular_season,Orlando Magic at Philadelphia 76ers
179,2017-11-25,10:00 pm,Los Angeles Clippers,97,Sacramento Kings,95,0,17583,regular_season,Los Angeles Clippers at Sacramento Kings
181,2017-11-25,7:00 pm,Portland Trail Blazers,108,Washington Wizards,105,0,18092,regular_season,Portland Trail Blazers at Washington Wizards
183,2017-11-26,6:00 pm,Brooklyn Nets,98,Memphis Grizzlies,88,0,14889,regular_season,Brooklyn Nets at Memphis Grizzlies
184,2017-11-26,3:30 pm,Phoenix Suns,108,Minnesota Timberwolves,119,0,16448,regular_season,Phoenix Suns at Minnesota Timberwolves
182,2017-11-26,3:30 pm,Miami Heat,100,Chicago Bulls,93,0,20928,regular_season,Miami Heat at Chicago Bulls
189,2017-11-27,10:30 pm,Los Angeles Lakers,115,Los Angeles Clippers,120,0,18086,regular_season,Los Angeles Lakers at Los Angeles Clippers
188,2017-11-27,7:00 pm,Orlando Magic,109,Indiana Pacers,121,0,12501,regular_season,Orlando Magic at Indiana Pacers
192,2017-11-27,8:30 pm,Dallas Mavericks,108,San Antonio Spurs,115,0,17918,regular_season,Dallas Mavericks at San Antonio Spurs
191,2017-11-27,7:00 pm,Cleveland Cavaliers,113,Philadelphia 76ers,91,0,20527,regular_season,Cleveland Cavaliers at Philadelphia 76ers
187,2017-11-27,8:00 pm,Brooklyn Nets,103,Houston Rockets,117,0,16189,regular_season,Brooklyn Nets at Houston Rockets
185,2017-11-27,7:30 pm,Detroit Pistons,118,Boston Celtics,108,0,18624,regular_season,Detroit Pistons at Boston Celtics
190,2017-11-27,7:30 pm,Portland Trail Blazers,103,New York Knicks,91,0,18409,regular_season,Portland Trail Blazers at New York Knicks
186,2017-11-27,10:30 pm,Sacramento Kings,110,Golden State Warriors,106,0,19596,regular_season,Sacramento Kings at Golden State Warriors
193,2017-11-28,8:00 pm,Phoenix Suns,104,Chicago Bulls,99,0,18324,regular_season,Phoenix Suns at Chicago Bulls
194,2017-11-28,7:00 pm,Miami Heat,97,Cleveland Cavaliers,108,0,20562,regular_season,Miami Heat at Cleveland Cavaliers
195,2017-11-28,8:00 pm,Washington Wizards,92,Minnesota Timberwolves,89,0,13442,regular_season,Washington Wizards at Minnesota Timberwolves
196,2017-11-28,10:00 pm,Milwaukee Bucks,112,Sacramento Kings,87,0,17583,regular_season,Milwaukee Bucks at Sacramento Kings
197,2017-11-28,10:00 pm,Denver Nuggets,77,Utah Jazz,106,0,16790,regular_season,Denver Nuggets at Utah Jazz
207,2017-11-29,7:30 pm,Charlotte Hornets,113,Toronto Raptors,126,0,19800,regular_season,Charlotte Hornets at Toronto Raptors
206,2017-11-29,8:30 pm,Memphis Grizzlies,95,San Antonio Spurs,104,0,18013,regular_season,Memphis Grizzlies at San Antonio Spurs
205,2017-11-29,7:00 pm,Washington Wizards,113,Philadelphia 76ers,118,0,20492,regular_season,Washington Wizards at Philadelphia 76ers
204,2017-11-29,7:00 pm,Oklahoma City Thunder,108,Orlando Magic,121,0,17797,regular_season,Oklahoma City Thunder at Orlando Magic
201,2017-11-29,10:30 pm,Golden State Warriors,127,Los Angeles Lakers,123,1,18997,regular_season,Golden State Warriors at Los Angeles Lakers
202,2017-11-29,8:00 pm,Minnesota Timberwolves,120,New Orleans Pelicans,102,0,15555,regular_season,Minnesota Timberwolves at New Orleans Pelicans
200,2017-11-29,8:00 pm,Indiana Pacers,97,Houston Rockets,118,0,16760,regular_season,Indiana Pacers at Houston Rockets
199,2017-11-29,7:00 pm,Phoenix Suns,107,Detroit Pistons,131,0,18096,regular_season,Phoenix Suns at Detroit Pistons
203,2017-11-29,7:30 pm,Miami Heat,86,New York Knicks,115,0,17693,regular_season,Miami Heat at New York Knicks
198,2017-11-29,8:30 pm,Brooklyn Nets,109,Dallas Mavericks,104,0,19327,regular_season,Brooklyn Nets at Dallas Mavericks
209,2017-11-30,7:30 pm,Philadelphia 76ers,97,Boston Celtics,108,0,18624,regular_season,Philadelphia 76ers at Boston Celtics
210,2017-11-30,9:00 pm,Chicago Bulls,110,Denver Nuggets,111,0,15156,regular_season,Chicago Bulls at Denver Nuggets
208,2017-11-30,7:30 pm,Cleveland Cavaliers,121,Atlanta Hawks,114,0,16379,regular_season,Cleveland Cavaliers at Atlanta Hawks
212,2017-11-30,10:00 pm,Milwaukee Bucks,103,Portland Trail Blazers,91,0,19459,regular_season,Milwaukee Bucks at Portland Trail Blazers
211,2017-11-30,10:30 pm,Utah Jazz,126,Los Angeles Clippers,107,0,15139,regular_season,Utah Jazz at Los Angeles Clippers
460,2017-12-01,7:00 pm,Detroit Pistons,91,Washington Wizards,109,0,17885,regular_season,Detroit Pistons at Washington Wizards
454,2017-12-01,8:00 pm,San Antonio Spurs,95,Memphis Grizzlies,79,0,16413,regular_season,San Antonio Spurs at Memphis Grizzlies
455,2017-12-01,8:00 pm,Charlotte Hornets,100,Miami Heat,105,0,19600,regular_season,Charlotte Hornets at Miami Heat
456,2017-12-01,8:00 pm,Minnesota Timberwolves,107,Oklahoma City Thunder,111,0,18203,regular_season,Minnesota Timberwolves at Oklahoma City Thunder
457,2017-12-01,7:00 pm,Golden State Warriors,133,Orlando Magic,112,0,18846,regular_season,Golden State Warriors at Orlando Magic
458,2017-12-01,7:30 pm,Indiana Pacers,115,Toronto Raptors,120,0,19800,regular_season,Indiana Pacers at Toronto Raptors
459,2017-12-01,9:00 pm,New Orleans Pelicans,108,Utah Jazz,114,0,17725,regular_season,New Orleans Pelicans at Utah Jazz
453,2017-12-01,8:00 pm,Sacramento Kings,107,Chicago Bulls,106,0,19268,regular_season,Sacramento Kings at Chicago Bulls
468,2017-12-02,10:00 pm,New Orleans Pelicans,123,Portland Trail Blazers,116,0,18730,regular_season,New Orleans Pelicans at Portland Trail Blazers
467,2017-12-02,7:30 pm,Detroit Pistons,103,Philadelphia 76ers,108,0,20562,regular_season,Detroit Pistons at Philadelphia 76ers
462,2017-12-02,3:00 pm,Atlanta Hawks,114,Brooklyn Nets,102,0,13949,regular_season,Atlanta Hawks at Brooklyn Nets
465,2017-12-02,9:00 pm,Los Angeles Lakers,100,Denver Nuggets,115,0,19520,regular_season,Los Angeles Lakers at Denver Nuggets
464,2017-12-02,2:00 pm,Los Angeles Clippers,82,Dallas Mavericks,108,0,19245,regular_season,Los Angeles Clippers at Dallas Mavericks
463,2017-12-02,7:30 pm,Memphis Grizzlies,111,Cleveland Cavaliers,116,0,20562,regular_season,Memphis Grizzlies at Cleveland Cavaliers
461,2017-12-02,1:00 pm,Phoenix Suns,111,Boston Celtics,116,0,18624,regular_season,Phoenix Suns at Boston Celtics
466,2017-12-02,8:30 pm,Sacramento Kings,104,Milwaukee Bucks,109,0,15581,regular_season,Sacramento Kings at Milwaukee Bucks
473,2017-12-03,7:00 pm,San Antonio Spurs,87,Oklahoma City Thunder,90,0,18203,regular_season,San Antonio Spurs at Oklahoma City Thunder
469,2017-12-03,9:30 pm,Houston Rockets,118,Los Angeles Lakers,95,0,18997,regular_season,Houston Rockets at Los Angeles Lakers
471,2017-12-03,7:00 pm,Los Angeles Clippers,106,Minnesota Timberwolves,112,0,13172,regular_season,Los Angeles Clippers at Minnesota Timberwolves
470,2017-12-03,7:00 pm,Golden State Warriors,123,Miami Heat,95,0,19600,regular_season,Golden State Warriors at Miami Heat
472,2017-12-03,3:30 pm,Orlando Magic,105,New York Knicks,100,0,19082,regular_season,Orlando Magic at New York Knicks
474,2017-12-04,7:30 pm,Brooklyn Nets,110,Atlanta Hawks,90,0,12056,regular_season,Brooklyn Nets at Atlanta Hawks
475,2017-12-04,7:30 pm,Milwaukee Bucks,100,Boston Celtics,111,0,18624,regular_season,Milwaukee Bucks at Boston Celtics
476,2017-12-04,8:00 pm,Cleveland Cavaliers,113,Chicago Bulls,91,0,21323,regular_season,Cleveland Cavaliers at Chicago Bulls
477,2017-12-04,7:00 pm,Orlando Magic,94,Charlotte Hornets,104,0,14419,regular_season,Orlando Magic at Charlotte Hornets
478,2017-12-04,8:30 pm,Denver Nuggets,105,Dallas Mavericks,122,0,19419,regular_season,Denver Nuggets at Dallas Mavericks
479,2017-12-04,7:00 pm,New York Knicks,97,Indiana Pacers,115,0,12018,regular_season,New York Knicks at Indiana Pacers
480,2017-12-04,8:00 pm,Minnesota Timberwolves,92,Memphis Grizzlies,95,0,14012,regular_season,Minnesota Timberwolves at Memphis Grizzlies
481,2017-12-04,8:00 pm,Golden State Warriors,125,New Orleans Pelicans,115,0,17004,regular_season,Golden State Warriors at New Orleans Pelicans
482,2017-12-04,7:00 pm,Phoenix Suns,115,Philadelphia 76ers,101,0,20564,regular_season,Phoenix Suns at Philadelphia 76ers
483,2017-12-04,8:30 pm,Detroit Pistons,93,San Antonio Spurs,96,0,18288,regular_season,Detroit Pistons at San Antonio Spurs
484,2017-12-04,9:00 pm,Washington Wizards,69,Utah Jazz,116,0,17227,regular_season,Washington Wizards at Utah Jazz
485,2017-12-05,8:00 pm,Utah Jazz,94,Oklahoma City Thunder,100,0,18203,regular_season,Utah Jazz at Oklahoma City Thunder
487,2017-12-05,7:30 pm,Phoenix Suns,113,Toronto Raptors,126,0,19800,regular_season,Phoenix Suns at Toronto Raptors
486,2017-12-05,10:00 pm,Washington Wizards,106,Portland Trail Blazers,92,0,19241,regular_season,Washington Wizards at Portland Trail Blazers
497,2017-12-06,8:30 pm,Miami Heat,105,San Antonio Spurs,117,0,18252,regular_season,Miami Heat at San Antonio Spurs
496,2017-12-06,7:00 pm,Atlanta Hawks,106,Orlando Magic,110,1,16167,regular_season,Atlanta Hawks at Orlando Magic
495,2017-12-06,7:30 pm,Memphis Grizzlies,88,New York Knicks,99,0,19812,regular_season,Memphis Grizzlies at New York Knicks
494,2017-12-06,8:00 pm,Denver Nuggets,114,New Orleans Pelicans,123,0,15353,regular_season,Denver Nuggets at New Orleans Pelicans
489,2017-12-06,8:00 pm,Golden State Warriors,101,Charlotte Hornets,87,0,19334,regular_season,Golden State Warriors at Charlotte Hornets
492,2017-12-06,10:30 pm,Minnesota Timberwolves,113,Los Angeles Clippers,107,0,15951,regular_season,Minnesota Timberwolves at Los Angeles Clippers
491,2017-12-06,7:00 pm,Chicago Bulls,96,Indiana Pacers,98,0,13013,regular_season,Chicago Bulls at Indiana Pacers
490,2017-12-06,7:00 pm,Sacramento Kings,95,Cleveland Cavaliers,101,0,20562,regular_season,Sacramento Kings at Cleveland Cavaliers
493,2017-12-06,8:00 pm,Detroit Pistons,100,Milwaukee Bucks,104,0,15841,regular_season,Detroit Pistons at Milwaukee Bucks
488,2017-12-06,7:30 pm,Dallas Mavericks,90,Boston Celtics,97,0,18624,regular_season,Dallas Mavericks at Boston Celtics
501,2017-12-07,10:30 pm,Houston Rockets,112,Utah Jazz,101,0,18306,regular_season,Houston Rockets at Utah Jazz
499,2017-12-07,8:00 pm,Los Angeles Lakers,107,Philadelphia 76ers,104,0,20495,regular_season,Los Angeles Lakers at Philadelphia 76ers
498,2017-12-07,10:00 pm,Oklahoma City Thunder,95,Brooklyn Nets,100,0,20562,regular_season,Oklahoma City Thunder at Brooklyn Nets
500,2017-12-07,9:00 pm,Washington Wizards,109,Phoenix Suns,99,0,15925,regular_season,Washington Wizards at Phoenix Suns
502,2017-12-08,7:00 pm,Chicago Bulls,119,Charlotte Hornets,111,1,14077,regular_season,Chicago Bulls at Charlotte Hornets
504,2017-12-08,7:00 pm,Cleveland Cavaliers,102,Indiana Pacers,106,0,17032,regular_season,Cleveland Cavaliers at Indiana Pacers
505,2017-12-08,8:00 pm,Toronto Raptors,116,Memphis Grizzlies,107,0,15417,regular_season,Toronto Raptors at Memphis Grizzlies
506,2017-12-08,8:00 pm,Dallas Mavericks,102,Milwaukee Bucks,109,0,15889,regular_season,Dallas Mavericks at Milwaukee Bucks
507,2017-12-08,8:00 pm,Sacramento Kings,116,New Orleans Pelicans,109,1,15019,regular_season,Sacramento Kings at New Orleans Pelicans
508,2017-12-08,7:00 pm,Denver Nuggets,103,Orlando Magic,89,0,16024,regular_season,Denver Nuggets at Orlando Magic
509,2017-12-08,9:30 pm,Boston Celtics,102,San Antonio Spurs,105,0,18418,regular_season,Boston Celtics at San Antonio Spurs
503,2017-12-08,7:00 pm,Golden State Warriors,102,Detroit Pistons,98,0,20491,regular_season,Golden State Warriors at Detroit Pistons
516,2017-12-09,9:00 pm,Oklahoma City Thunder,102,Memphis Grizzlies,101,1,17794,regular_season,Oklahoma City Thunder at Memphis Grizzlies
511,2017-12-09,6:00 pm,Miami Heat,101,Brooklyn Nets,89,0,19777,regular_season,Miami Heat at Brooklyn Nets
512,2017-12-09,8:00 pm,New York Knicks,102,Chicago Bulls,104,0,20149,regular_season,New York Knicks at Chicago Bulls
513,2017-12-09,7:00 pm,Los Angeles Lakers,110,Charlotte Hornets,99,0,19320,regular_season,Los Angeles Lakers at Charlotte Hornets
514,2017-12-09,8:00 pm,Philadelphia 76ers,98,Cleveland Cavaliers,105,0,20562,regular_season,Philadelphia 76ers at Cleveland Cavaliers
515,2017-12-09,3:30 pm,Washington Wizards,112,Los Angeles Clippers,113,0,15739,regular_season,Washington Wizards at Los Angeles Clippers
510,2017-12-09,7:30 pm,Orlando Magic,110,Atlanta Hawks,117,0,12719,regular_season,Orlando Magic at Atlanta Hawks
519,2017-12-09,10:00 pm,Houston Rockets,124,Portland Trail Blazers,117,0,19503,regular_season,Houston Rockets at Portland Trail Blazers
518,2017-12-09,9:00 pm,San Antonio Spurs,104,Phoenix Suns,101,0,16575,regular_season,San Antonio Spurs at Phoenix Suns
517,2017-12-09,8:30 pm,Utah Jazz,100,Milwaukee Bucks,117,0,16675,regular_season,Utah Jazz at Milwaukee Bucks
521,2017-12-10,5:00 pm,Denver Nuggets,116,Indiana Pacers,126,1,14587,regular_season,Denver Nuggets at Indiana Pacers
524,2017-12-10,7:30 pm,Atlanta Hawks,107,New York Knicks,111,0,19189,regular_season,Atlanta Hawks at New York Knicks
525,2017-12-10,3:30 pm,Toronto Raptors,102,Sacramento Kings,87,0,17583,regular_season,Toronto Raptors at Sacramento Kings
523,2017-12-10,7:00 pm,Philadelphia 76ers,124,New Orleans Pelicans,131,0,16878,regular_season,Philadelphia 76ers at New Orleans Pelicans
522,2017-12-10,7:00 pm,Dallas Mavericks,92,Minnesota Timberwolves,97,0,13094,regular_season,Dallas Mavericks at Minnesota Timberwolves
520,2017-12-10,4:00 pm,Boston Celtics,91,Detroit Pistons,81,0,18776,regular_season,Boston Celtics at Detroit Pistons
526,2017-12-11,8:00 pm,Boston Celtics,85,Chicago Bulls,108,0,19617,regular_season,Boston Celtics at Chicago Bulls
527,2017-12-11,10:30 pm,Portland Trail Blazers,104,Golden State Warriors,111,0,19596,regular_season,Portland Trail Blazers at Golden State Warriors
528,2017-12-11,8:00 pm,New Orleans Pelicans,123,Houston Rockets,130,0,18055,regular_season,New Orleans Pelicans at Houston Rockets
529,2017-12-11,10:30 pm,Toronto Raptors,91,Los Angeles Clippers,96,0,16658,regular_season,Toronto Raptors at Los Angeles Clippers
530,2017-12-11,8:00 pm,Miami Heat,107,Memphis Grizzlies,82,0,14857,regular_season,Miami Heat at Memphis Grizzlies
531,2017-12-11,8:00 pm,Charlotte Hornets,116,Oklahoma City Thunder,103,0,18203,regular_season,Charlotte Hornets at Oklahoma City Thunder
538,2017-12-12,10:00 pm,Phoenix Suns,92,Sacramento Kings,99,0,17583,regular_season,Phoenix Suns at Sacramento Kings
537,2017-12-12,7:00 pm,Los Angeles Lakers,109,New York Knicks,113,1,19359,regular_season,Los Angeles Lakers at New York Knicks
535,2017-12-12,7:00 pm,Denver Nuggets,103,Detroit Pistons,84,0,15480,regular_season,Denver Nuggets at Detroit Pistons
536,2017-12-12,9:30 pm,Philadelphia 76ers,118,Minnesota Timberwolves,112,1,14659,regular_season,Philadelphia 76ers at Minnesota Timberwolves
533,2017-12-12,7:00 pm,Atlanta Hawks,114,Cleveland Cavaliers,123,0,20562,regular_season,Atlanta Hawks at Cleveland Cavaliers
532,2017-12-12,7:30 pm,Washington Wizards,98,Brooklyn Nets,103,0,14515,regular_season,Washington Wizards at Brooklyn Nets
534,2017-12-12,8:30 pm,San Antonio Spurs,89,Dallas Mavericks,95,0,19874,regular_season,San Antonio Spurs at Dallas Mavericks
547,2017-12-13,7:00 pm,Memphis Grizzlies,87,Washington Wizards,93,0,15297,regular_season,Memphis Grizzlies at Washington Wizards
539,2017-12-13,7:30 pm,Denver Nuggets,118,Boston Celtics,124,0,18624,regular_season,Denver Nuggets at Boston Celtics
